organisation,documentation-url,resource-url,data-gov-uk,start-date,end-date,esd-dataset
local-authority-eng:TUN,,http://www.tunbridgewells.gov.uk/__data/assets/file/0003/161166/604A2CC63BE467A4E0531401A8C0C3FA_TWBC_Brownfield_Register.csv,,,,
local-authority-eng:TWH,,https://www.towerhamlets.gov.uk/Documents/Planning-and-building-control/Strategic-Planning/tower_hamlets_brownfieldregister_2017_11_27_rev1.csv,,,,
local-authority-eng:UTT,https://www.uttlesford.gov.uk/article/4921/Brownfield-land-register,https://www.uttlesford.gov.uk/CHttpHandler.ashx?id=7478&p=0,ed371ca2-7a7d-4ad6-a468-46a3892ca89a,2018-01-04,2019-11-01,
local-authority-eng:UTT,https://www.uttlesford.gov.uk/article/4921/Brownfield-land-register,https://www.uttlesford.gov.uk/media/7478/Brownfield-land-register-CSV-/CSV/Copy_of_Brownfield_Register_12.12.17.csv?m=636486971889630000,,,,
local-authority-eng:VAL,http://www.whitehorsedc.gov.uk/services-and-advice/planning-and-building/planning-policy/brownfield-land-register,http://www.whitehorsedc.gov.uk/sites/default/files/2017_12_06%20Brownfield%20Register.csv,dd4db124-9c28-4fa7-8e0c-ea6a4a94bb14,,,
local-authority-eng:WAE,,http://www.waverley.gov.uk/download/downloads/id/5939/waverley_brownfield_land_register_csv.csv,,,,
local-authority-eng:WAT,,https://www.watford.gov.uk/download/downloads/id/1950/watford_brownfield_land_register.csv,,,,
local-authority-eng:WAV,http://www.eastsuffolk.gov.uk/planning/brownfield-land-register/,http://www.eastsuffolk.gov.uk/assets/Planning/Brownfield-Land-Register/Waveney-Brownfield-Land-Register.csv,,,,
local-authority-eng:WAW,,https://www.warwickdc.gov.uk/download/downloads/id/4705/brownfield_register_2017_-_csv.csv,,,,
local-authority-eng:WBK,,http://info.westberks.gov.uk/CHttpHandler.ashx?id=45003&p=0,,,,
local-authority-eng:WDE,https://www.westdevon.gov.uk/article/4292/Brownfield-Land-Register,https://www.westdevon.gov.uk/media/2525/west-devon-brownfieldregister-2017-12-22-rev1/xls/west-devon_brownfieldregister_2017-12-22_rev1.xlsx,8a6569ec-8ff9-48ff-86bc-154586d253d5,2017-12-31,2019-11-24,
local-authority-eng:WDE,https://www.westdevon.gov.uk/article/4292/Brownfield-Land-Register,https://westdevon.gov.uk/media/3653/Brownfield-Land-Register-West-Devon-2018/pdf/Final_PDF_File_for_West_Devon.pdf?m=636812438320800000,8a6569ec-8ff9-48ff-86bc-154586d253d5,,,
local-authority-eng:WDO,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/west-dorset-and-weymouth-portland-planning-policy/local-plan-review/strategic-housing-and-economic-land-availability-assessment.aspx,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/west-dorset-and-weymouth-portland-planning-policy/local-plan-review/pdf/strategic-housing/west-dorset-district-council-brownfield-register-3rd-december-2017.csv,468c6bbe-800a-4fcd-bd34-2a68f3f5c83b,,2019-03-31,
local-authority-eng:WEA,http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/BrownfieldRegister/PPolicy_Brownfield_Register.aspx,http://www.wealden.gov.uk/nmsruntime/saveasdialog.aspx?lID=23503&sID=6536,,,2019-11-01,
local-authority-eng:WEA,http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/BrownfieldRegister/PPolicy_Brownfield_Register.aspx,http://www.wealden.gov.uk/nmsruntime/saveasdialog.aspx?lID=25288&sID=6536,,,,
local-authority-eng:WEL,http://www.wellingborough.gov.uk/info/1004/planning_policy,http://www.nnjpu.org.uk/docs/BrownfieldLandRegisterTemplate%20-%202017%20Update%20-%20ONLINE%20VERSION.xlsm,,,,
local-authority-eng:WEW,,http://welhat.gov.uk/CHttpHandler.ashx?id=12816&p=0,,,,
local-authority-eng:WEY,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/west-dorset-and-weymouth-portland-planning-policy/local-plan-review/strategic-housing-and-economic-land-availability-assessment.aspx,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/west-dorset-and-weymouth-portland-planning-policy/local-plan-review/pdf/strategic-housing/west-dorset-district-council-brownfield-register-3rd-december-2017.csv,2ba5edf5-7731-4812-8f88-b3f03e8f1534,,2019-03-31,
local-authority-eng:WFT,,https://www.walthamforest.gov.uk/node/4007,,,,
local-authority-eng:WGN,,https://www.wigan.gov.uk/Docs/PDF/Council/Strategies-Plans-and-Policies/Planning/Environment/Brownfield-land-register.csv,,,,
local-authority-eng:WIL,,https://docs.google.com/spreadsheets/d/e/2PACX-1vS-JQmneR3VFjU_oZRHRTQg-qmh2zijMxzhxjrowhDLo0WKmutQekeE6A4D5pAov1d4jGi8fpkd1cDs/pub?output=csv,,,,
local-authority-eng:WIN,,http://www.winchester.gov.uk/assets/attach/13774/Brownfield%20Land%20Register%202017.csv,,,,
local-authority-eng:WKF,,http://www.wakefield.gov.uk/Documents/planning/planning-policy/wakefield_brownfieldregister_2017-12-31_rev1.csv,,,,
local-authority-eng:WLA,,http://www.westlancs.gov.uk/media/543716/blr-2017-final.csv,,,,
local-authority-eng:WLI,,https://www.west-lindsey.gov.uk/EasySiteWeb/GatewayLink.aspx?alId=55646,,,,
local-authority-eng:WLL,,http://inspire.misoportal.com/csv/files/walsall/walsall_brownfieldregister_2017_12_29_rev1.csv,,,,
local-authority-eng:WLV,http://www.wolverhampton.gov.uk/article/2423/Housing-Site-Information,https://s3.eu-west-2.amazonaws.com/digital-land/brownfield-sites/Wolverhampton+Brownfield+Register+2018.csv,,,2019-11-25,
local-authority-eng:WLV,http://www.wolverhampton.gov.uk/article/2423/Housing-Site-Information,http://wolverhampton.maps.arcgis.com/apps/webappviewer/index.html?id=2e36e2eff14e40c480194b42b33a0abc,3950724f-f662-45e1-be8e-a53113a9bab7,,,
local-authority-eng:WND,http://www.wandsworth.gov.uk/info/200237/local_plan_-_evidence_base/2305/brownfield_land_register,http://www.wandsworth.gov.uk/downloads/file/13103/brownfield_land_register_csv,,,2019-11-19,
local-authority-eng:WND,http://www.wandsworth.gov.uk/info/200237/local_plan_-_evidence_base/2305/brownfield_land_register,https://www.wandsworth.gov.uk/media/1833/brownfield_land_register.csv,,2019-11-19,,
local-authority-eng:WNM,https://www3.rbwm.gov.uk/info/201039/non-development_plan/1354/registers,https://www3.rbwm.gov.uk/download/downloads/id/3583/brownfield_register.csv,,,,
local-authority-eng:WOC,,https://www.worcester.gov.uk/documents/10499/8864076/Worcester+City+Council%27s+Brownfield+Land+Register.csv/ca3998dd-73ea-a77d-38df-abd18c162fe4,,,,
local-authority-eng:WOI,http://www.woking2027.info/ldfregisters,http://woking2027.info/res/uploads/WokingBoroughCouncilBrownfieldLandRegister20171220.csv,,,,
local-authority-eng:WOK,,http://www.wokingham.gov.uk/_resources/assets/attachment/full/0/446349.csv,bc163fd6-7f9d-44d5-87db-0a81bce6340e,2017-12-21,2018-12-10,
local-authority-eng:WOK,https://www.wokingham.gov.uk/council-and-meetings/open-data/plans-policies-and-strategies/?categoryesctl8705531=8338&categoryesctl91f252ff-550d-4cfa-a838-92ef2cb5f83c=10648,https://www.wokingham.gov.uk/_resources/assets/attachment/full/0/474097.xlsx,,2018-12-10,,
local-authority-eng:WOT,https://www.adur-worthing.gov.uk/planning-policy/joint-aw/brownfield-land-register/,"https://www.adur-worthing.gov.uk/media/media,146509,en.xlsx",,,,
local-authority-eng:WOX,https://www.westoxon.gov.uk/residents/planning-building/planning-policy/local-development-framework/brownfield-land-register/,http://www.westoxon.gov.uk/media/1710408/west-oxfordshire_brownfieldregister_november2017_rev0.csv,,,2019-11-24,
local-authority-eng:WOX,https://www.westoxon.gov.uk/residents/planning-building/planning-policy/local-development-framework/brownfield-land-register/,https://www.westoxon.gov.uk/media/1710408/west-oxfordshire_brownfieldregister_december2018_rev1.csv,,,,
local-authority-eng:WRL,,https://www.wirral.gov.uk/sites/default/files/all/planning%20and%20building/Local%20plans%20and%20planning%20policy/Brownfield%20Register/Wirral_Brownfield_Register_2017-12-22_rev1.csv,,,,
local-authority-eng:WRT,https://www.warrington.gov.uk/info/200564/planning-policy/1905/evidence-base,https://www.warrington.gov.uk/download/downloads/id/14633/brownfield_register_november_2017.xls,,,,
local-authority-eng:WSK,https://www.westsuffolk.gov.uk/planning/Planning_Policies/brownfield-register.cfm,https://www.westsuffolk.gov.uk/planning/Planning_Policies/upload/West-Suffolk-Brownfield-Register-PDF-v2.xlsx,afed2351-cb90-4e0d-8892-78a7a08caee0,2017-09-01,,
local-authority-eng:WSM,https://www.westminster.gov.uk/brownfield-register,https://www.westminster.gov.uk/sites/www.westminster.gov.uk/files/wcc_brownfieldregister_2017.csv,,,,
local-authority-eng:WSO,https://www.westsomersetonline.gov.uk/Planning---Building/Planning-Policy/Brownfield-Register,https://www.westsomersetonline.gov.uk/Docs/Brownfield-Register/west-somerset_brownfieldregister_2017-12-31_rev1.aspx,,,2019-03-31,
local-authority-eng:WYC,https://www.wychavon.gov.uk/brownfield-land-register,https://www.wychavon.gov.uk/documents/10586/8873385/WychavonBrownfieldLandRegister2017wrapped.csv/f588a90c-1181-4598-19aa-9443e7b02ce2,,,,
local-authority-eng:WYE,http://www.wyreforestdc.gov.uk/planning-and-buildings/planning-policy/brownfield-land-register.aspx,http://www.wyreforestdc.gov.uk/media/3585747/WyreForestDCBrownfieldLandRegister2017-1-.xlsx,,,,
local-authority-eng:WYO,https://www.wycombe.gov.uk/pages/Planning-and-building-control/Adopted-Wycombe-planning-policy-and-guidance/Brownfield-land-register.aspx,https://www.wycombe.gov.uk/uploads/public/documents/Planning/Adopted-core-strategy/Brownfield-land-register-2017.xlsx,,,2019-11-01,
local-authority-eng:WYO,https://www.wycombe.gov.uk/pages/Planning-and-building-control/Adopted-Wycombe-planning-policy-and-guidance/Brownfield-land-register.aspx,http://data.wycombe.gov.uk/download/planning/brownfield-land-register/brownfield-land-register-2017/CSV?version=21/06/2018,0a30956f-b009-455c-9b81-88b6a4616e0f,2019-06-21,,
local-authority-eng:WYO,https://www.wycombe.gov.uk/pages/Planning-and-building-control/Adopted-Wycombe-planning-policy-and-guidance/Brownfield-land-register.aspx,http://data.wycombe.gov.uk/download/planning/brownfield-land-register/brownfield-land-register-2017/CSV?version=21/08/2019,0a30956f-b009-455c-9b81-88b6a4616e0f,2019-08-21,,
local-authority-eng:WYO,https://www.wycombe.gov.uk/pages/Planning-and-building-control/Adopted-Wycombe-planning-policy-and-guidance/Brownfield-land-register.aspx,http://data.wycombe.gov.uk/download/planning/brownfield-land-register/brownfield-land-register-2018/CSV?version=21/08/2019,0a30956f-b009-455c-9b81-88b6a4616e0f,2019-08-21,,
local-authority-eng:WYR,,http://www.wyre.gov.uk/download/downloads/id/4390/wyre_council_brownfield_register_dec_2017.csv,,,2019-11-24,
local-authority-eng:WYR,https://www.wyre.gov.uk/info/200317/planning_policy/1194/brownfield_land_register,http://www.wyre.gov.uk/download/downloads/id/5527/wyre_council_brownfield_register_september_2018.csv,,2018-09-01,,
local-authority-eng:YOR,,https://opendata.arcgis.com/datasets/24e275a6e4c44085a793366713c3a1de_21.csv,,,,
national-park:Q27159704,,http://www.lakedistrict.gov.uk/planning/planningpolicies/brownfield-land-register2/ldnpa_brownfieldregister_2017-12-14_rev1.csv,,,,
national-park:Q27178932,,http://www.yorkshiredales.org.uk/__data/assets/file/0011/1059941/YorkshireDalesNationalParkE26000008_brownfield-register_2017-11-13_rev1.csv,,,,
national-park:Q4972284,,http://www.broads-authority.gov.uk/__data/assets/text_file/0004/1064128/broads_authority_brownfieldregister_2017-12-13_rev1.csv,,,,
national-park:Q5225646,,http://www.dartmoor.gov.uk/__data/assets/file/0020/1024445/2017-Brownfield-Register-FINAL.csv,,,,
national-park:Q72617158,,http://www.newforestnpa.gov.uk/app/uploads/2018/01/npark_E26000009_brownfieldregister_2017_12_20_rev5__002_.csv,,,,
national-park:Q72617669,https://www.northyorkmoors.org.uk/planning/framework/brownfield-land-register,http://www.northyorkmoors.org.uk/__data/assets/file/0008/1057148/north-york-moors_brownfieldregister_2017-12-14_rev1.csv,c1154978-cf34-46b2-860c-b40416405e8c,,2019-11-24,
national-park:Q72617669,https://www.northyorkmoors.org.uk/planning/framework/brownfield-land-register,https://www.northyorkmoors.org.uk/__data/assets/file/0007/1429792/north-york-moors_brownfieldregister_2018-12-17_rev1.csv,c1154978-cf34-46b2-860c-b40416405e8c,2018-12-17,,
national-park:Q72617784,,http://www.exmoor-nationalpark.gov.uk/__data/assets/file/0009/1069317/exmoor_brownfieldregister2017-12-19_rev1.csv,,,,
national-park:Q72617890,,https://nnp-tacdesign.netdna-ssl.com/wp-content/uploads/2017/12/NNPA-Brownfield-Land-Register.csv,,,,
national-park:Q72617988,,http://www.peakdistrict.gov.uk/__data/assets/file/0003/1068042/pdnpa-blr-18_12_2017.csv,,,,
national-park:Q72618127,https://www.southdowns.gov.uk/planning/national-park-local-plan/strategic-housing-land-availability-assessment-shlaa/brownfield-sites-register/,https://www.southdowns.gov.uk/wp-content/uploads/2017/12/Brownfield-Register-Dec-2017.pdf,,,,
national-park:Q72618127,https://www.southdowns.gov.uk/planning/national-park-local-plan/strategic-housing-land-availability-assessment-shlaa/brownfield-sites-register/,https://www.southdowns.gov.uk/wp-content/uploads/2018/12/Brownfield-Register-Dec-2018.pdf,,,,
