OrganisationURL,OrganisationLabel,SiteReference,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,Planning Status,PermisionType,PermissionDate,MinNetDwellings,Developmentdescription,NonHousingDevelopment,NetDwellingsRangeForm,NetDwellingsRangeTo,SiteInformation,Notes,FirstAddedDate,Application ref,Last updated
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR99,"Tanners Yard, London Road, Bagshot",https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/4SLAA2017Ap2BagshotSiteAssmts.pdf,ETRS89,51.3628,-0.693,0.3,Not owned by public authority,,Not in planning system,,,9,,,9,9,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/4SLAA2017Ap2BagshotSiteAssmts.pdf,,18/12/2018,,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR100,Camberley Station,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,ETRS89,51.3366,-0.7437,0.45,Owned by a public authority,,Not in planning system,,,60,,,60,60,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,,18/12/2018,,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR101,Camberley Centre,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,ETRS89,51.3339,-0.752,0.89,Owned by a public authority,,Not in planning system,,,45,,,45,45,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,,18/12/2018,,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR102,439-445 London Road,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,ETRS89,51.3347,-0.7646,0.1,Not owned by public authority,,Not in planning system,,,15,,,15,15,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,,18/12/2018,,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR103,"Land east of Frimley Road & South of, London Road, Camberley",https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,ETRS89,51.3358,-0.7605,0.19,Not owned by public authority,,Not in planning system,,,16,,,16,16,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,,18/12/2018,,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR104,London Road Block 2,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,ETRS89,51.3391,-0.7468,1.1,Owned by a public authority,,Not in planning system,,,236,,,236,236,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/8SLAA2017Ap2CamberleySiteAssmts.pdf,,18/12/2018,,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR105,"214-216 Frimley Green Road, Frimley",https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/16SLAA2017Ap2FrimleyGreenSiteAssmts.pdf,ETRS89,51.3032,-0.7286,0.15,Not owned by public authority,,Not in planning system,,,6,,,6,6,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/16SLAA2017Ap2FrimleyGreenSiteAssmts.pdf,,18/12/2018,,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR106,251 Frimley Green Road,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/16SLAA2017Ap2FrimleyGreenSiteAssmts.pdf,ETRS89,51.3029,-0.7275,0.15,Not owned by public authority,,Not in planning system,,,17,,,17,17,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/16SLAA2017Ap2FrimleyGreenSiteAssmts.pdf,,18/12/2018,,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR107,"34 & 36 Station Road, Frimey",https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/14SLAA2017Ap2FrimleySiteAssmts.pdf,ETRS89,51.3142,-0.7477,0.12,Not owned by public authority,,Not in planning system,,,5,,,5,5,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/14SLAA2017Ap2FrimleySiteAssmts.pdf,,18/12/2018,,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR108,51-57 Deepcut Bridge Road,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/12SLAA2017Appx2DeepcutSiteAssts.pdf,ETRS89,51.3074,-0.7048,0.11,Not owned by public authority,,Not in planning system,,,5,,,5,5,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/12SLAA2017Appx2DeepcutSiteAssts.pdf,,18/12/2018,,18/12/2017
http://opendatacommunities.org/id/district-council/surrey-heath,Surrey Heath Borough Council,SHBR109,"Conifers Nursery, Bagshot Road, West End",https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/20SLAA2017Ap2WestEndSiteAssmts.pdf,ETRS89,51.3475,-0.6338,0.8,Not owned by public authority,,Not in planning system,,,5,,,5,5,https://www.surreyheath.gov.uk/sites/default/files/documents/residents/planning/planning-policy/SLAA2017/20SLAA2017Ap2WestEndSiteAssmts.pdf,,18/12/2018,,18/12/2017
