OrganisationURI,"SiteReference
",SiteNameAddress,SitePlanURL,GeoY,GeoX,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-103,"""40 Victoria Way""",www.royalgreenwich.gov.uk/brownfieldregister,,,1.36,Not owned by a public authority,Permissioned,Full planning permission,2018-03-27,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,330,330,,"""17/1795/F. Started.""",2018-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-104,"""Glenmore Arms, 41 Edison Grove""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.05,Not owned by a public authority,Permissioned,Full planning permission,2017-08-04,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,4,4,,"""17/1805/F. Completed in 2019.”",2018-12-17,2019-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-105,"""Majestic Wine Warehouse, 123 Greenwich South Street""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.04,Not owned by a public authority,Permissioned,Full planning permission,2018-01-19,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,9,9,,"""17/1914/F. Not started.""",2018-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-106,"""Ascension Vicarage, Thornhill Avenue""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.06,Not owned by a public authority,Permissioned,Outline planning permission,2018-03-12,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,4,4,,"""17/1916/F. Not started.""",2018-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-107,"""1 Hyde Vale""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.04,Not owned by a public authority,Permissioned,Full planning permission,2018-04-20,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,7,7,,"""17/2178/F. Not started.""",2018-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-108,"""9 Eglington Hill""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.02,Not owned by a public authority,Permissioned,Full planning permission,2017-11-10,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,4,4,,"""17/2190/F. Not started.""",2018-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-109,"""19-21 Frances Street""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.01,Not owned by a public authority,Permissioned,Full planning permission,2018-02-09,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,5,5,,"""17/2868/F. Not started.""",2018-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-110,"""1-3 Woodrow""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.06,Not owned by a public authority,Permissioned,Full planning permission,2018-04-24,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,7,7,,"""17/3226/F. Not started.""",2018-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-111,"""J Muir & Co (Bookbinders) Ltd, 64-68 Blackheath Road""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.08,Not owned by a public authority,Permissioned,Full planning permission,2018-05-04,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,24,24,,"""17/3338/F. Started.""",2018-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-112,"""3 Weigall Road""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.01,Not owned by a public authority,Permissioned,Full planning permission,2018-02-23,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,4,4,,"""17/3754/F. Not started.""",2018-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-113,"""J N Handley & Son, 19-20 Vincent Road""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.01,Not owned by a public authority,Permissioned,Full planning permission,2018-09-17,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,8,8,,"""18/2163/F. Started.""",2018-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-114,"""Land adjacent to 15 Bramshot Avenue""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.01,Not owned by a public authority,Permissioned,Full planning permission,2019-02-20,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,9,9,,"""18/0176/F. Not started.""",2019-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-115,"""26a Bostall Hill""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.03,Not owned by a public authority,Permissioned,Full planning permission,2019-04-17,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,5,5,,"""18/1129/F. Not started.""",2019-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-116,"""The Pickwick, 246 Woolwich Road""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.07,Not owned by a public authority,Permissioned,Full planning permission,2019-05-31,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,6,6,,"""18/2959/F. Not started.""",2019-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-117,"""142-144 Eltham High Street""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.02,Not owned by a public authority,Permissioned,Full planning permission,2019-03-20,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,5,5,,"""18/3183/F. Not started.""",2019-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-118,"""Former Thames Public House, 95 Thames Street""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.01,Not owned by a public authority,Permissioned,Full planning permission,2018-11-22,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,6,6,,"""18/3258/F. Not started.""",2019-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-119,"""24 Court Yard""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.04,Not owned by a public authority,Permissioned,Full planning permission,2019-02-27,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,4,4,,"""18/3287/F. Not started.""",2019-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-120,"""Riverside House, Woolwich High Street""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.41,Not owned by a public authority,Permissioned,Full planning permission,2019-01-17,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,199,199,,"""18/4120/PN. Not started.""",2019-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-121,"""1A and 1C Eynsham Drive""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.64,Not owned by a public authority,Pending decision,,,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,272,272,,"""17/4080/F. Resolution to approve, Mayoral call-in decision. """,2019-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-122,"""Saxon Wharf, Norman Road""",www.royalgreenwich.gov.uk/brownfieldregister,,,0.26,Not owned by a public authority,Pending decision,,,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,146,146,,"""18/1594/F. Resolution to approve""",2019-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/id/london-borough-council/greenwich,RBG-123,"""Kidbrooke Station Square""",www.royalgreenwich.gov.uk/brownfieldregister,,,1.87,Owned by a public authority,Pending decision,,,https://www.royalgreenwich.gov.uk/info/200193/planning_applications_and_permissions/21/view_planning_applications_decisions_and_appeals,Yes,619,619,,"""18/4187/F. Resolution to approve, Mayoral call-in decision.""",2019-12-17,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
