Brownfield Land Register 2020,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
OrganisationURI,SiteReference,2018SiteReference(WhereChanged),SiteNameAddress,CoordinateReferenceSystem,GeoX,GeoY,SitePlanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable ,NetDwellingsRangeFrom ,NetDwellingRangeTo,HazardousSubstances,DevelopmentDescription,Notes,AlternataiveReferences,FirstAddedDate,LastUpdatedDate,SiteStatus/EndDate
http://opendatacommunities.org/id/district-council/norwich,N/UNI/001,,"""The Blackdale Building, Bluebell Road, Norwich""",OSGB36,619770,307918,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CBrownfield_1%2CN%2FUNI%2F001,0.89,Owned by a public authority,permissioned,full planning permission,22.05.2015,"https://planning.norwich.gov.uk/online-applications/

https://www.norwich.gov.uk/info/20199/local_plan/1582/site_specific_allocations_in_the_remainder_of_the_city/40",yes,134,,,"""Student accommodation to provide 915 bedrooms, kitchen, dining and lounge facilities with community building comprising cafe, launderette, office space and associated works. 514 completed as part of Phase One and excluded from brownfield site boundary. Min net fig=401/3""",Proposed allocated site in GNLP for 160 units,"15/00121/F and 16/00099/MA
Allocation: R40
Call for Sites: GNLP0133-C",31/12/2017,22/09/2020,Started
http://opendatacommunities.org/id/district-council/norwich,N/WEN/002,,"""Vikings Venture Scout Hut Adjacent To 420 Dereham Road, Norwich NR5 8QQ""",OSGB36,620061,309381,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C14%2F00618%2FF,0.12,Not owned by a public authority,not permissioned,,,https://planning.norwich.gov.uk/online-applications/,,8,,,"""Erection of 8 No. two bedroom flats """,,14/00618/F - permission expired,31/12/2017,22/09/2020,Not Started
http://opendatacommunities.org/id/district-council/norwich,N/WEN/004,,"""Land adjacent to and including 349a-349b Dereham Road, Norwich NR2 3UT""",OSGB36,621119,309355,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2CR34,0.61,Not owned by a public authority,not permissioned,,,https://www.norwich.gov.uk/info/20199/local_plan/1582/site_specific_allocations_in_the_remainder_of_the_city/34,,24,,,"""Local plan allocation for residential development to provide in the region of 24 dwellings""",Subject to enforcement action 17/00175/ENF. Owner has requested the site is removed from allocation as they do not want to develop it,Allocation: R34,31/12/2017,22/09/2020,Not Started
http://opendatacommunities.org/id/district-council/norwich,N/WEN/005,,"""120-130 Northumberland Street, Norwich NR2 4EH""",OSGB36,621508,309458,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2CR32,0.46,Not owned by a public authority,permissioned,full planning permission,09.05.2017,"https://planning.norwich.gov.uk/online-applications/

https://www.norwich.gov.uk/info/20199/local_plan/1582/site_specific_allocations_in_the_remainder_of_the_city/32",,30,,,"""Local plan allocation for residential development to include approximately 30 dwellings"""," 36 homes now proposed"" Some work has taken place on site by there is a query as to whether this constitutes development. ","Allocation: R32
16/00835/F  ",31/12/2017,01/10/2020,Not Started
http://opendatacommunities.org/id/district-council/norwich,N/WEN/006,,"""Heigham Water Treatment Works, Waterworks Road, Norwich NR2 4DA""",OSGB36,621433,309751,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2CR31,5,Owned by a public authority,not permissioned,,,https://www.norwich.gov.uk/info/20199/local_plan/1582/site_specific_allocations_in_the_remainder_of_the_city/31,,150,,,"""Local plan allocation for housing led mixed use development to include a minimum of 150 dwellings""",Proposed allocated site in GNLP for 150 units (R31). ,Allocation: R31,31/12/2017,01/10/2020,Not Started
http://opendatacommunities.org/id/district-council/norwich,N/WEN/007,N/MAN/030,"""Site north of Raynham Street, Norwich""",OSGB36,622035,309796,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2CR26,1.01,Not owned by a public authority,not permissioned,,,https://www.norwich.gov.uk/info/20199/local_plan/1582/site_specific_allocations_in_the_remainder_of_the_city/26,,40,,,"""Local plan allocation for residential development to include a minimum of  40 dwellings""",,Allocation: R26,31/12/2017,01/10/2020,Not started
http://opendatacommunities.org/id/district-council/norwich,N/WEN/008,N/MAN/039,"""231-243 Heigham Street, Norwich""",OSGB36,621843,309756,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2CR28,0.36,Not owned by a public authority,not permissioned,,,https://www.norwich.gov.uk/info/20199/local_plan/1582/site_specific_allocations_in_the_remainder_of_the_city/28,,25,,,"""Local plan allocation for residential development to include in the region of 25 dwellings""",30/31 - Not allocated in GNLP. Allocation. No evidence to suggest delivery in 5 year period,Allocation: R28,31/12/2017,01/10/2020,Not started
http://opendatacommunities.org/id/district-council/norwich,N/THH/032,,"""Ferry Lane Garages  The Close""",OSGB36,623793,308778,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C18%2F01079%2FF,0.12,Not owned by a public authority ,permissioned,full planning permission ,17.10.2018,https://planning.norwich.gov.uk/online-applications/,yes,7,,,"""Conversion of existing stable range into 6no. residential units including demolition of some existing structures and erection of 1no. new residential unit, a two storey extension and ancillary structure.""",,18/01079/F,12/12/2019,01/10/2020,Not started 
http://opendatacommunities.org/id/district-council/norwich,N/SEW/003,,"""Constitution Motors Ltd 140 - 142 Constitution Hill""",OSGB36,623371,310849,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CBrownfield2020%2CN%2FSEW%2F003,0.24,Not owned by a public authority ,permissioned,outline planning permission ,14.02.2019,https://planning.norwich.gov.uk/online-applications/,,12,,,"""Outline application with all matters reserved for the erection of up to 12 dwellings.""
""Reserved Matters of access, appearance, landscaping, layout, scale of Outline Application 18/00917/O.""",,"18/00917/O
19/01031/RM
GNLP0282",12/12/2019,01/10/2020,Not started 
http://opendatacommunities.org/id/district-council/norwich,N/MAN/043,,"""41 - 43 St Augustines Street""",OSGB36,622861,309567,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C18%2F00058%2FF,0.04,Not owned by a public authority ,permissioned,full planning permission ,20.07.2018,https://planning.norwich.gov.uk/online-applications/,yes,9,,,"""Demolition of existing building.  Erection of 9 No. flats with 1 No. retail unit on ground floor level.""",,18/00058/F,12/12/2019,01/10/2020,Not started 
http://opendatacommunities.org/id/district-council/norwich,N/MAN/044,,"""Kiln House, 27 - 43 Pottergate""",OSGB36,622776,308705,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CBrownfield2020%2CN%2FMAN%2F044,0.26,Not owned by a public authority ,permissioned,full planning permission,19.10.2018,https://planning.norwich.gov.uk/online-applications/,,28,,,"18/01271/PDD -Change of use of fifth and sixth floors from commercial (Class B1(a)) to residential (Class C3) to provide 28 residential units.
18/01270/PDD - Change of use of fifth and sixth floors from commercial (Class B1(a)) to residential (Class C3) to provide 35 residential units.",,"18/01271/PDD
18/01270/PDD",12/12/2019,01/10/2020,Not started 
http://opendatacommunities.org/id/district-council/norwich,N/THH/033,,"""The Dell Ballroom Waggon And Horses Lane""",OSGB36,623251,308849,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C18%2F00077%2FF,0.07,Not owned by a public authority ,permissioned,full planning permission,15.05.2018,https://planning.norwich.gov.uk/online-applications/,yes,7,,,"""Demolition of single storey dance studio and erection of 7no. flats.""",,18/00077/F,12/12/2019,01/10/2020,Not started 
http://opendatacommunities.org/id/district-council/norwich,N/MAN/045,,"""Boars Head Yard and 1- 17 Westlegate and 1- 9 St Stephens Street""",OSGB36,623006,308187,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CBrownfield2020%2CN%2FMAN%2F045,0.09,Not owned by a public authority ,permissioned,full planning permission,"19.07.2018
14.08.2018",https://planning.norwich.gov.uk/online-applications/,,69,,,"18/00651/PDD - Change of use from office (class B1(a)) to dwellinghouses (class C3) to provide 40 apartments. 
18/00652/PDD - Change of use from offices (Use Class B1(a)) to dwellinghouses (Use Class C3) to provide 20 apartments.
18/00642/F - Upward extension to provide 9 residential dwellings (Class C3) within two new storeys, the change of use of one retail unit (Class A1) to provide access to residential units, provision of bin and cycle storage and exterior alterations to the building facade",20/01022/PDD - Change of use from offices (Use Class B1(a)) to dwellinghouses to provide 20 apartments pending consideration ,"18/00651/PDD
18/00652/PDD
18/00642/F
20/01022/PDD",12/12/2019,01/10/2020,Not started 
http://opendatacommunities.org/id/district-council/norwich,N/NEL/004,,"""3A Unthank Road""",OSGB36,622275,308464,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CBrownfield2020%2CN%2FNEL%2F004,0.27,Not owned by a public authority ,permissioned,full planning permission,"15.05.2018
22.10.2019",https://planning.norwich.gov.uk/online-applications/,yes,6,,,"Conversion to 6 residential (Class C3) apartments, partial demolition and alterations.
Amendment to previous permission 18/00252/F.",,"18/00252/F
19/00402/MA",12/12/2019,01/10/2020,Complete - 19/20
http://opendatacommunities.org/id/district-council/norwich,N/SEW/004,,"""Mountfield, Millcroft""",OSGB36,623021,310535,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C18%2F01188%2FF,0.45,Not owned by a public authority ,permissioned,full planning permission,03.10.2018,https://planning.norwich.gov.uk/online-applications/,yes,5,,,Refurbishment and extension of existing care home and other minor works.,46 Bedrooms (5 dwellings equiv.),18/01188/F,12/12/2019,01/10/2020,Complete - 19/20
http://opendatacommunities.org/id/district-council/norwich,N/EAT/003,,"""2 Church Lane and 18 Eaton Street"" ",OSGB36,620294,306149,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C16%2F01951%2FF,0.92,Not owned by a public authority ,permissioned,full planning permission ,20.04.2017,https://planning.norwich.gov.uk/online-applications/ ,yes,8,,,"Demolition of 3 buildings.  Erection of 8 No. dwellings with associated access, parking and landscaping with alterations to the rear gable of 18 Eaton Street.",,16/01951/F,12/12/2019,01/10/2020,Started
http://opendatacommunities.org/id/district-council/norwich,N/MAN/046,,"""73-77 Dereham Road"" ",OSGB36,622117,309002,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C17%2F00141%2FF,0.03,Not owned by a public authority ,permissioned,full planning permission,24.07.2017,https://planning.norwich.gov.uk/online-applications/ ,yes,8,,,"Demolition and redevelopment of site to include 5 No. houses, 3 No. retail units at ground floor level and 3 No. flats at first floor level.",,17/00141/F,12/12/2019,01/10/2020,Not started 
http://opendatacommunities.org/id/district-council/norwich,N/MAN/047,,"""Site rear of 67-69 Magdalen Street"" ",OSGB36,623194,309352,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CBrownfield2020%2CN%2FMAN%2F047,0.03,Not owned by a public authority ,permissioned,full planning permission ,17.01.2020,https://planning.norwich.gov.uk/online-applications/  ,yes,9,,,Construction of 9no. flats.,,"17/00714/O
19/01352/F",12/12/2019,01/10/2020,Not started 
http://opendatacommunities.org/id/district-council/norwich,N/MAN/048,,"""1-4 Music House Lane"" ",OSGB36,623525,308095,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C17%2F00577%2FF,0.15,Not owned by a public authority ,permissioned,full planning permission,30.08.2017,https://planning.norwich.gov.uk/online-applications/  ,yes,9,,,Demolition of pre-fabricated buildings and erection of 9 No. two and three storey dwellings including access and parking.,,17/00577/F,12/12/2019,01/10/2020,Complete - 19/20
http://opendatacommunities.org/id/district-council/norwich,N/MAN/049,,"""24 and 26 Pottergate""",OSGB36,622816,308670,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C17%2F00305%2FF,0.02,Not owned by a public authority ,permissioned,full planning permission,25.08.2017,https://planning.norwich.gov.uk/online-applications/  ,yes,5,,,"Conversion of existing offices to 5 No. single bedroom flats.  Internal alterations to ""The Wardens Cottage"" as a single bedroom flat, separated from No. 24 Pottergate.  Provision of new staircase to basement of No. 26 Pottergate.",,17/00305/F,12/12/2019,01/10/2020,Started
http://opendatacommunities.org/id/district-council/norwich,N/THH/034,,"""9-10 Redwell Street"" ",OSGB36,623191,308757,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C18%2F00117%2FPDD,0.01,Not owned by a public authority ,permissioned,full planning permission,19.03.2018,https://planning.norwich.gov.uk/online-applications/  ,yes,6,,,Change of use from office (class B1) to dwellinghouses (class C3) to provide 6 No. studio flats.,,18/00117/PDD,12/12/2019,01/10/2020,Started
http://opendatacommunities.org/id/district-council/norwich,N/THH/035,,"""60 St Faiths Lane""",OSGB36,623577,308678,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C17%2F00361%2FU,0.01,Not owned by a public authority ,permissioned,full planning permission,17.01.2018,https://planning.norwich.gov.uk/online-applications/  ,,41,,,Change of use to 41 no. residential apartments (Class C3).,,17/00361/U,12/12/2019,01/10/2020,Not started 
http://opendatacommunities.org/id/district-council/norwich,N/SEW/005,,"""Starling Road, Industrial Site"" ",OSGB36,622948,309700,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CBrownfield2020%2CN%2FSEW%2F005,0.13,Not owned by a public authority ,permissioned,full planning permission ,05.06.2019,https://planning.norwich.gov.uk/online-applications/  ,yes,9,,,18/00271/F - Construction of 9 No. dwellings with associated drainage and external works.,"Outline application including matters of access, layout and scale for the demolition of derelict workshops and construction of 19 flats with associated works pending consideration (18/00952/O)
Proposed GNLP allocation for 23 units (R20)","18/00952/O
18/00271/F
R20",12/12/2019,01/10/2020,Not started 
http://opendatacommunities.org/id/district-council/norwich,N/MAN/050,,"""Westwick Street, BT exchange Site""",OSGB36,622626,308958,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C16%2F00456%2FF,0.25,Not owned by a public authority ,permissioned,full planning permission,26.04.2017,https://planning.norwich.gov.uk/online-applications/  ,yes,42,,,"Demolition of former Norwich Telephone Repeater Station and redevelopment of site to provide 42 dwellings with associated amenity areas, car and cycle parking and pedestrian and vehicular access (Revised).",,16/00456/F,13/12/2019,01/10/2020,Not started 
http://opendatacommunities.org/id/district-council/norwich,N/MAN/051,,"""Duke Street, St Crispins House""",OSGB36,622931,309194,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CBrownfield2020%2CN%2FMAN%2F051,0.74,Not owned by a public authority ,permissioned,full planning permission,20.03.2018,https://planning.norwich.gov.uk/online-applications/  ,,246,,,"Change of Use application in respect of the conversion and extension of an existing 3, 4 and 5 storey office building (B1 use class) to student accommodation (sui generis use class) containing 600 student bed spaces and communal accommodation at ground floor level, to include common room facilities and a gymnasium. Associated external works.",614 student beds is equivilent to 246 units,"17/01391/F
20/00146/NMA
20/00474/MA
",13/12/2019,01/10/2020,Not started 
http://opendatacommunities.org/id/district-council/norwich,N/UNI/002,,"""112 St Mildreds Road""",OSGB36,618703,309068,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C17%2F01762%2FF,0.11,Not owned by a public authority ,permissioned,full planning permission,17.01.2018,https://planning.norwich.gov.uk/online-applications/  ,yes,14,,,Change of use and extensions to provide 34 No. bedroom student accommodation block.,34 student beds is equivilent to 14 units,17/01762/F,13/12/2019,01/10/2020,Started
http://opendatacommunities.org/id/district-council/norwich,N/WEN/009,,"""Hellesdon Road, Marlpit PH"" ",OSGB36,619736,309894,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CBrownfield2020%2CN%2FWEN%2F009,0.46,Not owned by a public authority ,permissioned,full planning permission ,"15.03.2018
30.07.2018
",https://planning.norwich.gov.uk/online-applications/  ,yes,5,,,"17/01355/F - Alterations and extension to existing public house to reinstate pub, including new restaurant, 5 no. guest bedrooms, toilets, cart shed and car park. New barn-style building to accommodate 5 no. dwellings with new vehicle access and associated parking.
18/00812/VC - Variation of Condition 2: approved plans of planning permission 17/01355/F.",,"17/01355/F
18/00812/VC",13/12/2019,01/10/2020,Started
http://opendatacommunities.org/id/district-council/norwich,N/MAN/052,,"""25 Cattle Market Street""",OSGB36,623312,308404,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C19%2F00951%2FF,0.04,Not owned by a public authority,permissioned,full planning permission,13.11.2019,https://planning.norwich.gov.uk/online-applications/,yes,7,,,Conversion of former public house (Class A4) to 4no. one bedroom apartments and 1 no. two bedroom apartment (Class C3) and construction of three storey building at rear to provide 1no. two bedroom apartment and 1no. two bedroom duplex.,,19/00951/F,06/10/2020,06/10/2020,Not started 
http://opendatacommunities.org/id/district-council/norwich,N/NEL/005,,"""St Peters Methodist Church, Park Lane""",OSGB36,621835,308226,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C18%2F00962%2FF,0.15,Not owned by a public authority,permissioned,full planning permission,23.09.2019,https://planning.norwich.gov.uk/online-applications/,yes,20,,,"Change of use from D1 (place of worship) to C3 (dwelling houses). Demolition of modern extensions, removal of two trees, and general redevelopment of site to provide 20 new residential units and associated landscaping and parking.",,18/00962/F,06/10/2020,06/10/2020,Started
http://opendatacommunities.org/id/district-council/norwich,N/THH/037,,"""Elaine Herbert House, The Great Hospital, Bishopgate""",OSGB36,623799,309019,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C19%2F00373%2FF,0.12,Not owned by a public authority,permissioned,full planning permission ,25.06.2019,https://planning.norwich.gov.uk/online-applications/,yes,19,,,Demolition of care unit and construction of 19 unit sheltered housing building and associated landscaping.,,19/00373/F,06/10/2020,06/10/2020,Not started
http://opendatacommunities.org/id/district-council/norwich,N/THH/038,,"""The White Cottages, The Great Hospital, Bishopgate""",OSGB36,623768,309055,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C19%2F00374%2FF,0.06,Not owned by a public authority,permissioned,full planning permission ,28.05.2019,https://planning.norwich.gov.uk/online-applications/,yes,6,,,Change of use to sheltered housing and associated external alterations.,,19/00374/F,06/10/2020,06/10/2020,Not started
http://opendatacommunities.org/id/district-council/norwich,N/MAN/053,,"""Car Park Rear of Premier Travel Inn, Duke Street""",OSGB36,622949,308960,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CBrownfield2020%2CN%2FMAN%2F053,0.22,Not owned by a public authority,permissioned,full planning permission,22.11.2019,https://planning.norwich.gov.uk/online-applications/,yes,56,,,Redevelopment of car park site to provide student accommodation (revised proposal).,"139 student beds is equivilent to 56 units. 
Proposed GNLP allocation for a min of 25 units (GNLP0068). ","18/01552/F
GNLP0068",06/10/2020,06/10/2020,Not started
http://opendatacommunities.org/id/district-council/norwich,N/THH/036,,"""Land west of Eastgate House, Thorpe Road""",OSGB36,624384,308262,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2CGNLP2164,0.19,Not owned by a public authority,not permissioned,,,https://www.gnlp.org.uk/assets/keydocuments/urbanfringe/Norwich-Part-1.pdf ,yes,20,,,Proposed GNLP allocation for residential development in the region of 20 homes. ,Proposed GNLP allocation for approx 20 homes (GNLP2164),GNLP2164,06/10/2020,06/10/2020,Not started
http://opendatacommunities.org/id/district-council/norwich,N/LAK/007,,"""Carrow Works""",OSGB36,624240,307527,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2CGNLP3053,20,Not owned by a public authority,not permissioned,,,https://planning.norwich.gov.uk/online-applications/,,1200,,,"Proposed GNLP allocation for residential led mixed use development including housing, community, education and leisure facilities, local employment and retail, local greenspace, biodiversity areas and recreational open space. ","Proposed GNLP allocation for approx 1200 homes (GNLP3053).It would form part of the wider East Norwich Strategic Regeneration Area (Deal Ground, Utilities Site and Carrow Works (GNLP0360 & GNLP3053) for 2000 dwellings. ",GNLP3053,06/10/2020,06/10/2020,Not started
http://opendatacommunities.org/id/district-council/norwich,N/THH/039,,"""82-96 Prince of Wales Road""",OSGB36,623638,308598,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C19%2F00875%2FF,0.16,Not owned by a public authority,permissioned,full planning permission,08.07.2019,https://planning.norwich.gov.uk/online-applications/,yes,49,,,"Alterations and extensions, including additions of 4th and 5th floors, change of use from night club to a mixed use, including 49 dwellings with associated facilities.",,19/00875/F,08/10/2020,08/10/2020,Not started
http://opendatacommunities.org/id/district-council/norwich,N/MAN/054,,"""Vantage House, Fishers Lane""",OSGB36,622707,308633,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C20%2F00632%2FPDD,0.3,Not owned by a public authority,permissioned,full planning permission ,27.07.2020,https://planning.norwich.gov.uk/online-applications/,yes,44,,,"Change of use of first, second, third, fourth and fifth floors from commercial (Class B1(a)) to residential (Class C3) to provide 44 residential units.",,20/00632/PDD,08/10/2020,08/10/2020,Not started
http://opendatacommunities.org/id/district-council/norwich,N/MAN/055,,"""50-52 St Giles Street and 4 Rigbys Court""",OSGB36,622650,308577,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C20%2F00219%2FF,0.02,Not owned by a public authority,permissioned,full planning permission,28.08.2020,https://planning.norwich.gov.uk/online-applications/,yes,6,,,Conversion of 6no. offices to 6no. flats (Class C3).,,20/00219/F,08/10/2020,08/10/2020,Not started
http://opendatacommunities.org/id/district-council/norwich,N/MAN/056,,"""61-61A London Street""",OSGB36,623181,308682,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C20%2F00255%2FPDD,0.02,Not owned by a public authority ,permissioned,full planning permission,28.08.2020,https://planning.norwich.gov.uk/online-applications/,yes,5,,,Change of use from offices (Class B1(a)) to residential (Class C3) to provide 5No. flats.,,20/00255/PDD,08/10/2020,08/08/2020,Not started
http://opendatacommunities.org/id/district-council/norwich,N/MAN/040,,"""100 Prince of Wales Road""",OSGB36,623683,308574,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C20%2F00810%2FPDD,0.04,Not owned by a public authority,permissioned,full planning permission,02.09.2020,https://planning.norwich.gov.uk/online-applications/,yes,25,,,Change of use from offices (Class B1(a)) to residential (Class C3) to provide 25 residential units.,,20/00810/PDD,08/10/2020,08/08/2020,Not started
http://opendatacommunities.org/id/district-council/norwich,N/MAN/057,,"""9 Surrey Street""",OSGB36,622999,308126,https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_5_0%2CAlt_Ref%2C20%2F00345%2FF,0.09,Not owned by a public authority ,permissioned,full planning permission,28.09.2020,https://planning.norwich.gov.uk/online-applications/,yes,14,,,"Conversion from offices (Class B1) to 14no. dwellings (Class C3), insertion of 4no. dormer windows, ramp to main entrance, new entrance door to cycle store, with associated car parking, bin storage and landscaping.",,20/00345/F,08/10/2020,08/08/2020,Not started
