OrganisationURI,SiteReference,SiteNameAddress,SiteplanURL,GeoY,GeoX,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/doc/district-council/fenland,BLR0025,"Elm House, Elm Road, MARCH, PE15 8PS",https://fenland.gov.uk/media/16168/Brownfield-Land-Register-2019---Site-Maps/pdf/BLR2019_Atlas.pdf,298821.754,541924.3025,0.37,not owned by a public authority,permissioned,full planning permission,08/01/2016,https://www.fenland.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=NWU1Z0HE01U00,yes,2,2,,F/YR15/0953/F | Change of use of Car Hire and MOT Centre to 2-storey 4-bed dwelling including erection of a 2-storey extension and Offices to a 3-bed single-storey dwelling involving part demolition; formation of 2no new vehicular access points and demoli,19/12/2019,19/12/2019,
http://opendatacommunities.org/doc/district-council/fenland,BLR0026,"Former Highways Depot, Queens Street, MARCH, PE15 8SN",https://fenland.gov.uk/media/16168/Brownfield-Land-Register-2019---Site-Maps/pdf/BLR2019_Atlas.pdf,297817.5809,541765.0743,1.14,not owned by a public authority,permissioned,outline planning permission,22/12/2017,https://www.fenland.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=O4WTIFHE01U00,yes,34,34,,"Erection of 34 x single-storey, 2 and 3-storey dwellings with garages or parking comprising of 8 x 4-bed, 18 x 3-bed and 8 x 2-bed (Outline with matters in respect of access, appearance, layout and scale) involving demolition of former depot building",19/12/2019,19/12/2019,
http://opendatacommunities.org/doc/district-council/fenland,BLR0027,"The Resource Centre, March Business Centre, Dartford Road, MARCH, PE15 8AN",https://fenland.gov.uk/media/16168/Brownfield-Land-Register-2019---Site-Maps/pdf/BLR2019_Atlas.pdf,296966.5266,541559.9388,0.06,not owned by a public authority,permissioned,full planning permission,13/06/2017,https://www.fenland.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=OLO60YHE06P00,yes,12,12,,Change of use from office (B1) to 12 x flats (comprising of 5 x 2-bed and 7 x 1-bed) and 2 x 1-bed houses (C3),19/12/2019,19/12/2019,
http://opendatacommunities.org/doc/district-council/fenland,BLR0028,"Site Of Former Gas Distribution Centre, Kirk Ogden Close, MARCH, PE15 9NP",https://fenland.gov.uk/media/16168/Brownfield-Land-Register-2019---Site-Maps/pdf/BLR2019_Atlas.pdf,296017.3248,541566.9932,0.45,not owned by a public authority,permissioned,full planning permission,05/10/2018,https://www.fenland.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=OQGM6QHE01U00,yes,19,19,,"Erection of 19 dwellings comprising 1 single-storey 2-bed; 5 x 2-storey 2-bed ; 5 x 3-storey 3-bed and 8 flats; comprising a 3-storey apartment block consisting of 6 x 2-bed flats and 2 x 1-bed flats; and a cycle store, bin store and parking area",19/12/2019,19/12/2019,
http://opendatacommunities.org/doc/district-council/fenland,BLR0029,"Land East Of Llanca, Huntingdon Road, CHATTERIS, PE16 6ED",https://fenland.gov.uk/media/16168/Brownfield-Land-Register-2019---Site-Maps/pdf/BLR2019_Atlas.pdf,285785.343,539175.6268,0.19,not owned by a public authority,permissioned,full planning permission,30/04/2018,https://www.fenland.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=OZI95THE06P00,yes,18,18,,"Erection of 18 x 1-bed supported living residential units (comprising of: 1 x 3-storey block of 15 x flats and a terrace of 3 x single-storey dwellings), erection of a scooter store and bin store and the erection of a 1.5m high (max height) wall and raili",19/12/2019,19/12/2019,
http://opendatacommunities.org/doc/district-council/fenland,BLR0030,"Parklands, Sutton Road, Four Gotes Tydd, WISBECH, PE13 5PH",https://fenland.gov.uk/media/16168/Brownfield-Land-Register-2019---Site-Maps/pdf/BLR2019_Atlas.pdf,317258.2903,545103.9617,2.05,not owned by a public authority,permissioned,full planning permission,18/05/2018,https://www.fenland.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=OUVIXDHE01U00,yes,6,6,,"Siting of 6no static caravans for holiday use (C3) (part retrospective) and variation to period of operation to permit use of the site, in addition to the 6no static units now applied for, by touring caravans and tents between 15th March and 1st November",19/12/2019,19/12/2019,
http://opendatacommunities.org/doc/district-council/fenland,BLR0031,"Land South And East Of 165-173, Kings Dyke, Whittlesey, PETERBOROUGH, PE7 2PA",https://fenland.gov.uk/media/16168/Brownfield-Land-Register-2019---Site-Maps/pdf/BLR2019_Atlas.pdf,296763.0429,523925.9711,0.25,not owned by a public authority,permissioned,full planning permission,23/04/2018,https://www.fenland.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=P3ISJXHE06P00,yes,2,2,,"Erection of 2 x 2-storey 3-bed dwellings, a detached garage and widening of existing access involving the demolition of existing dwelling",19/12/2019,19/12/2019,
http://opendatacommunities.org/doc/district-council/fenland,BLR0032,"Land North Of 3A - 9, Bridge Lane, Wimblington, MARCH, PE15 0RR",https://fenland.gov.uk/media/16168/Brownfield-Land-Register-2019---Site-Maps/pdf/BLR2019_Atlas.pdf,293166.0526,541496.4506,1.51,not owned by a public authority,permissioned,outline planning permission,04/07/2018,https://www.fenland.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=P6Z4STHE06P00,yes,7,7,,Erection of up to 7 x dwellings involving the demolition of an existing commercial building (Outline application with all matters reserved),19/12/2019,19/12/2019,
http://opendatacommunities.org/doc/district-council/fenland,BLR0033,"The Former Sunset Rooms Car Park, Station Road, Wisbech St. Mary, WISBECH, PE13 4RY",https://fenland.gov.uk/media/16168/Brownfield-Land-Register-2019---Site-Maps/pdf/BLR2019_Atlas.pdf,308524.5575,542098.5705,0.27,not owned by a public authority,permissioned,outline planning permission,11/10/2018,https://www.fenland.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=P7DKO4HE06P00,yes,3,3,,Erection of up to 3 x dwellings (Outline with matters committed in respect of access),19/12/2019,19/12/2019,
http://opendatacommunities.org/doc/district-council/fenland,BLR0034,"North Of 9, Gas Road, MARCH, PE15 9LU",https://fenland.gov.uk/media/16168/Brownfield-Land-Register-2019---Site-Maps/pdf/BLR2019_Atlas.pdf,296190.7387,541607.4332,0.11,not owned by a public authority,permissioned,full planning permission,28/11/2018,https://www.fenland.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=PFEFR7HE06P00,yes,5,5,,Erection of 5 x 2-storey 3-bed dwellings involving demolition of existing building,19/12/2019,19/12/2019,
http://opendatacommunities.org/doc/district-council/fenland,BLR0035,"33, Gaul Road, MARCH, PE15 9RQ",https://fenland.gov.uk/media/16168/Brownfield-Land-Register-2019---Site-Maps/pdf/BLR2019_Atlas.pdf,296545.4494,541321.3451,0.37,not owned by a public authority,permissioned,full planning permission,18/12/2018,https://www.fenland.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=PH1RG2HE01U00,yes,7,7,,"Erection of 7no dwellings comprising of 1 x 2-storey 4-bed; 4 x 2-storey 3-bed and 2 x single-storey 3-bed dwellings) with garages (Plots 3, 6 & 7 only) involving demolition of existing dwelling, outbuildings and boundary wall",19/12/2019,19/12/2019,
http://opendatacommunities.org/doc/district-council/fenland,BLR0036,"The Old School House, Dartford Road, MARCH, PE15 8AE",https://fenland.gov.uk/media/16168/Brownfield-Land-Register-2019---Site-Maps/pdf/BLR2019_Atlas.pdf,296938.9409,541557.5785,0.04,not owned by a public authority,permissioned,full planning permission,19/12/2018,https://www.fenland.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=PF7IHBHE06P00,yes,10,10,,"Change of use from office (B1) to 10 x flats (C3), comprising of: 4 x 2-bed and 6 x 1-bed",19/12/2019,19/12/2019,
http://opendatacommunities.org/doc/district-council/fenland,BLR0037,Land To The Rear Of 43 Coates Road Eastrea Cambridgeshire PE7 2BA,https://fenland.gov.uk/media/16168/Brownfield-Land-Register-2019---Site-Maps/pdf/BLR2019_Atlas.pdf,297337.5775,529563.838,0.29,not owned by a public authority,permissioned,full planning permission,15/03/2019,https://www.fenland.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=PLQBNLHE0D800,yes,4,4,,"Reserved Matters application relating to detailed matters of appearance, landscaping, layout and scale pursuant to outline permission (F/YR15/1060/O) for the Erection of 4 dwellings involving demolition of existing buildings",19/12/2019,19/12/2019,
