OrganisationURI,SiteReference,SiteNameAddress,SiteplanURL,GeoY,GeoX,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/east-riding,91,Longcroft Lower School Church Road ,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,-0.451398,53.851068,2.27,owned by a public authority,not permissioned,,,,yes,68,68,,BEV-C,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,92,Land West Of 9-17 Victoria Road,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/02345/PLF,-0.1934,54.085539,0.11,not owned by a public authority,permissioned,full planning permission,2016-05-17,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/02345/PLF,yes,8,8,,15/02345/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,93,Land at Station Road ,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,-0.405793,53.78264,2.04,not owned by a public authority,permissioned,permission in principle,2017-12-06,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/02893/BPIP,,53,70,,COT-E 17/02893/BPIP,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,96,"Former Sugar Mill, Anderson Street ",http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,-0.429581,54.002541,0.35,not owned by a public authority,permissioned,permission in principle,2017-12-06,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/02891/BPIP,,14,50,,DRF-G 17/02891/BPIP,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,97,Alamein Barracks ,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,-0.464265,53.995129,27.88,not owned by a public authority,not permissioned,,,,,480,480,,DRF-I,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,98,North of Exchange Street and East of Middle Street,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,-0.437652,54.006493,1.24,not owned by a public authority,not permissioned,,,,,32,32,,DRF-L,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,99,"Cattle Market, Beckside ",http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,-0.435248,54.005347,2.36,mixed ownership,not permissioned,,,,,44,44,,DRF-M,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,103,Hessle Dock Livingston Road,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,-0.430724,53.717391,3.36,not owned by a public authority,not permissioned,,,,,35,35,,HES-H,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,107,Land West of Parva Road,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,-0.161117,53.911874,0.42,mixed ownership,not permissioned,,,,,13,13,,HOR-C,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,108,Land South of Sands Lane,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,-0.159268,53.911123,1.24,owned by a public authority,not permissioned,,,,,27,27,,HOR-E,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,109,Land West of Thorpe Road,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/03942/OUT,-0.85027,53.750717,1.11,not owned by a public authority,permissioned,outline planning permission,2017-07-18,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/03942/OUT,yes,48,48,,16/03942/OUT,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,110,Station Garage 48 & 50 Station Road,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,-0.433457,53.955119,0.52,not owned by a public authority,not permissioned,,,,,14,14,,CRA-E,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,122,Land South of Willow Park Road ,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,-0.881716,53.946527,1.52,not owned by a public authority,permissioned,permission in principle,2017-12-06,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/02899/BPIP,,15,25,,WIL-C 17/02899/BPIP,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,124,The Pottery Piggy Lane,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/03886/REM,0.033964,53.729309,0.17,not owned by a public authority,permissioned,reserved matters approval,2017-03-07,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/03886/REM,yes,7,7,,16/03886/REM,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,125,Land at the Car Park Station Road,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,0.033766,53.728574,0.44,not owned by a public authority,not permissioned,,,,,13,13,,WITH-D,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,129,Land At St Catherines Cottage And Jesfield Main Street,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/12/01316/PLF,-0.819615,53.931097,0.27,not owned by a public authority,permissioned,full planning permission,2012-07-25,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/12/01316/PLF,yes,10,10,,12/01316/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,131,Beverley College Gallows Lane ,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/00428/STREM,-0.444109,53.847425,2.73,not owned by a public authority,permissioned,reserved matters approval,2014-04-22,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/00428/STREM,yes,36,36,,14/00428/STREM,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,136,25 Pinfold Street,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00202/PLF,-0.202417,54.095278,0.24,not owned by a public authority,permissioned,full planning permission,2015-03-16,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00202/PLF,yes,5,5,,15/00202/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,137,The Londesborough Hotel West Street Bridlington ,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01663/PLF,-0.19447,54.08043,0.07,not owned by a public authority,permissioned,full planning permission,2015-09-28,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01663/PLF,yes,11,11,,15/01663/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,140,"Rustonville, Penny Lane ",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01612/REM,-0.344298,54.132584,0.13,not owned by a public authority,permissioned,reserved matters approval,2016-07-06,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01612/REM,yes,9,9,,15/01612/REM,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,141,Land North of Main Street,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/11/00454/REM,-0.246677,54.072839,0.03,not owned by a public authority,permissioned,reserved matters approval,2011-05-31,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/11/00454/REM,yes,7,7,,11/00454/REM,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,142,Land South of Castle Road,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/02054/STPLF,-0.437618,53.775641,4.26,not owned by a public authority,permissioned,full planning permission,2015-03-20,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/02054/STPLF,yes,125,125,,14/02054/STPLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,146,"Yew Tree House, Bridlington Road",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02200/OUT,-0.418172,54.011682,0.9,not owned by a public authority,permissioned,outline planning permission,2017-08-25,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02200/OUT,yes,21,21,,16/02200/OUT,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,150,Land West of 9 Eastgate South,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/00618/PLF,-0.430979,54.002728,0.21,not owned by a public authority,permissioned,full planning permission,2015-03-04,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/00618/PLF,yes,11,11,,14/00618/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,151,Land and outbuildings North of Tumar Farm ,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/02013/PLF ,-0.065548,53.790762,0.6,not owned by a public authority,permissioned,full planning permission,2015-01-30,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/02013/PLF ,yes,5,5,,14/02013/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,153,Glenallan 23 Thorntree Lane,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/09/01438/PLF,-0.863693,53.7132,0.27,not owned by a public authority,permissioned,full planning permission,2009-07-22,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/09/01438/PLF,yes,5,5,,09/01438/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,155,"The Old Post Office, Victoria Street ",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/02866/PLF,-0.868244,53.703492,0.09,not owned by a public authority,permissioned,full planning permission,2017-11-09,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/02866/PLF,yes,9,9,,17/02866/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,157,111-117 Boothferry Road ,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/13/02244/PLF ,-0.876437,53.705559,0.08,not owned by a public authority,permissioned,full planning permission,2015-01-20,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/13/02244/PLF ,yes,15,15,,13/02244/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,159,Twyers Park Hull Road,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/05/01360/STPLF,-0.208461,53.741702,3.2,not owned by a public authority,permissioned,full planning permission,2013-09-24,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/05/01360/STPLF,yes,92,92,,05/01360/STPLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,160,Land North of Livingstone Road ,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,-0.437309,53.71707,0.91,not owned by a public authority,not permissioned,,,,yes,30,30,,HES-F,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,162,No89 And Land To Rear On Southfield,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/07/06998/PLF,-0.442595,53.718199,0.65,not owned by a public authority,permissioned,full planning permission,2008-07-11,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/07/06998/PLF,yes,6,6,,07/06998/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,163,Land Southwest of Pava Road,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/04003/PLF,-0.160235,53.911813,0.06,not owned by a public authority,permissioned,full planning permission,2017-06-23,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/04003/PLF,yes,3,3,,16/04003/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,165,Land To The Rear of Fosters Hall Main Street,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/01502/REM,-0.43263,53.956368,0.5,not owned by a public authority,permissioned,reserved matters approval,2016-11-11,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/01502/REM,yes,10,10,,16/01502/REM,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,166,Land East of Eastfield Road,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/03920/STOUT,-0.101472,53.709198,10.62,not owned by a public authority,permissioned,outline planning permission,2015-03-31,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/03920/STOUT,yes,196,196,,14/03920/STOUT,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,167,Land South West And East Austrothy House,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03002/REM,-0.100796,53.706207,0.042,not owned by a public authority,permissioned,reserved matters approval,2017-05-26,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03002/REM,yes,9,9,,15/03002/REM,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,168,Land To The South of Manor Garth,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/18/00065/PLF,-0.112265,53.706401,0.07,not owned by a public authority,permissioned,full planning permission,2018-04-27,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/18/00065/PLF,yes,4,4,,18/00065/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,169,Roanne Nurseries and Lant East of Driffield Road,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/02337/STREM,-0.374056,54.061667,2.28,not owned by a public authority,pending decision,,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/17/02337/STREM,yes,55,55,,17/02337/STREM,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,170,Land West of Kilpin Grange ,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/07/04219/PLF,-0.830378,53.730919,1.2,not owned by a public authority,permissioned,full planning permission,2008-03-20,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/07/04219/PLF,yes,8,8,,07/04219/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,171,"The Old Hall, 10 Church Lane ",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/01538/PLF ,-0.451137,53.752768,0.35,not owned by a public authority,permissioned,full planning permission,2014-08-20,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/01538/PLF ,yes,6,6,,14/01538/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,172,Manor Farm Front Street,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/05/08615/STPLF,-0.454382,54.087244,0.67,not owned by a public authority,permissioned,full planning permission,2007-03-06,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/05/08615/STPLF,yes,27,27,,05/08615/STPLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,174,"Land at Tonk Removal Service, Station Road",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/03842/PLF,-0.384212,54.011644,0.76,not owned by a public authority,permissioned,full planning permission,2017-05-23,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/03842/PLF,yes,24,24,,16/03842/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,176,"The Gables, Bridge Lane",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03483/REM,-1.073026,53.667865,0.41,not owned by a public authority,permissioned,reserved matters approval,2016-06-15,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03483/REM,yes,5,5,,15/03483/REM,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,177,Harker Construction Limited The Paddock 102 High Street,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/12/01832/PLF,-0.965757,53.698192,0.29,not owned by a public authority,permissioned,full planning permission,2012-07-25,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/12/01832/PLF,yes,7,7,,12/01832/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,181,Land North Of 30 Main Street,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/12/01304/PLF,-0.578936,54.019326,0.2,not owned by a public authority,permissioned,full planning permission,2015-07-27,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/12/01304/PLF,yes,5,5,,12/01304/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,184,"New Teddies, South Promenade",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/09/01974/PLF,0.039274,53.728839,0.49,not owned by a public authority,permissioned,full planning permission,2010-02-10,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/09/01974/PLF,yes,9,9,,09/01974/PLF,2016-07-12,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,191,"Ringley Farm, 79 High Street",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01744/OUT,-0.181167,54.131436,0.16,not owned by a public authority,permissioned,outline planning permission,2016-07-19,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01744/OUT,yes,5,5,,15/01744/OUT,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,192,Land at Chantry Lane Junction,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00532/PLF,-0.420115,53.841001,0.11,not owned by a public authority,permissioned,full planning permission,2017-05-22,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00532/PLF,yes,16,16,,15/00532/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,193,"Keldgate Manor, Keldgate",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/01259/STPLF,-0.425493,53.837389,0.53,not owned by a public authority,permissioned,full planning permission,2016-11-02,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/01259/STPLF,yes,16,16,,16/01259/STPLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,194,45 Scarborough Road,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01006/PLF,-0.205994,54.094009,0.28,not owned by a public authority,permissioned,full planning permission,2016-10-05,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01006/PLF,yes,9,9,,15/01006/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,195,42 New Burlington Road,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01855/PLF,-0.196748,54.081793,0.01,not owned by a public authority,permissioned,full planning permission,2015-09-18,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01855/PLF,yes,5,5,,15/01855/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,196,"Towning And Cross, Rear Of 50 To 58 Richmond Street",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/02611/PLF,-0.199815,54.080056,0.07,not owned by a public authority,permissioned,full planning permission,2016-07-26,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/02611/PLF,yes,5,5,,15/02611/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,197,"Brentwood Hotel, 7 - 8 Marlborough Terrace",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/02959/PLF,-0.186424,54.082644,0.04,not owned by a public authority,permissioned,full planning permission,2016-09-06,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/02959/PLF,yes,14,14,,15/02959/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,198,10 Trinity Mews,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/01371/PLF,-0.188079,54.08825,0.13,not owned by a public authority,permissioned,full planning permission,2017-02-28,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/01371/PLF,yes,8,8,,16/01371/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,200,22-24 Promenade,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02921/PLF,-0.186658,54.082877,0.03,not owned by a public authority,permissioned,full planning permission,2016-11-16,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02921/PLF,yes,9,9,,16/02921/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,201,62A Middle Street North,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03211/PLF,-0.440977,54.008248,0.2,not owned by a public authority,permissioned,full planning permission,2017-03-16,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03211/PLF,yes,9,9,,15/03211/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,202,"Riverhead Centre, Bishop Burton College, River Head",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02368/PLF,-0.430947,54.001772,0.18,not owned by a public authority,permissioned,full planning permission,2016-09-21,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/02368/PLF,yes,7,7,,16/02368/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,203,"Beechwood House, Main Street",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00440/PLF,-0.830527,53.969245,0.35,not owned by a public authority,permissioned,full planning permission,2015-06-08,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00440/PLF,yes,5,5,,15/00440/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,204,Old School House Cottingham Street Old Goole,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/11/01331/PLF,-0.871403,53.695341,0.2,not owned by a public authority,permissioned,full planning permission,2012-05-14,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/11/01331/PLF,yes,13,13,,11/01331/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,205,"Little Rascals First Avenue",https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/01749/PLF,-0.872753,53.704925,0.13,not owned by a public authority,permissioned,full planning permission,2014-09-24,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/01749/PLF,yes,7,7,,14/01749/PLF,2017-12-04,2018-03-31,
http://opendatacommunities.org/id/unitary-authority/east-riding,206,Land To The North East of 52 St Johns Court,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03558/PLF,-0.869764,53.706199,0.07,not owned by a public authority,permissioned,full planning permission,2016-11-11,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03558/PLF,yes,9,9,,15/03558/PLF,2017-12-04,2018-03-31,
