OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF028,ETRS89,-1.480114944,52.52844525,Planning permission Ref: 033133 gives permission for 7 flats.  Site currently comprises of a residential property and a Repairs and Service Garage.,2017-12-31
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF029,ETRS89,-1.486098926,52.51336814,Planning permission Ref: 033863 gives permission for 8 flats. There are currently buildings on site. The planning permission is for an extension and proposed demolition works.,2017-12-31
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF030,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,ETRS89,-1.501453944,,Planning permission Ref: 033551 gives permission for 3 houses and 14 flats. There is a public house on site which is to be demolished.
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF031,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,ETRS89,-1.549421721,,Planning permission Ref: 034403 gives permission for 6 flats. Vacant offices on site.
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF032,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,ETRS89,-1.462022976,,"""Planning permission Ref: 34193 gives permission for 6 apartments. Lock up garages currently on site."
"Planning permission Ref: 031929  for two houses expired 22/05/2015 without being implemented.""""     """,2017-12-31,,,,,
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF033,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,ETRS89,-1.500129212,,"Planning permission Ref: 33300  for a mixed use, including a conversion for two flats. Disused pub and carpark on site, currently being used as a hand carwash."
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF034,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,ETRS89,-1.432692248,,Planning permission Ref: 034349  is for 11 dwellings. There is currently a used car dealership and Vehicle repair workshop on site.
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF035,ETRS89,-1.440491498,52.50760576,Planning permission Ref: 034761 is for 5 flats. There is currently an occupied bungalow on this corner plot.,2017-12-31
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF036,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,ETRS89,-1.499195633,,"Planning permission Ref: 34919 is for 38 dwellings. The site currently accommodates the former Tuttle Hill covered reservoir, which has been decommissioned by Severn Trent."
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF037,ETRS89,-1.483359405,52.51325735,Planning permission Ref: 034568 is for 10 apartments. The site currently accommodates  a single residential property.,2017-12-31
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF038,ETRS89,-1.512814753,52.53197322,,
"Existing houses to be demolished."""" """,,"""This is the Outline planning permission for the major regeneration project for Camp Hill. Ref: 029715.  The site is being delivered by the Pride in Camphill project on a phased approach.  The remaining land to which the Outline permission relates is occupied by residential dwellings",which are to be demolished a part of the redevelopment project.,,,
"The Area (Ha) is approximate.""""""",2017-12-31,,,,,
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF039,"Warwickshire""""""",https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,ETRS89,,
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF040,ETRS89,-1.51044898,52.46628236,Outline planning permission 031685 for a  residential development of 12 flats. The site currently accommodates two residential houses.,2017-12-31
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF041,"Warwickshire""""""",https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,ETRS89,,
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF042,ETRS89,-1.458467463,52.51832447,Outline planning permission 033203 for a residential development of 12 dwellings. The site currently accommodates a series of buildings.,2017-12-31
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF043,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,ETRS89,-1.479015437,,"Full planning permission 030291 granted, but not implemented  expired on 06/10/2014. The land is still vacant, no new planning applications have been submitted.  Applications for residential developments may be considered."
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF044,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,ETRS89,-1.469374854,,"Full planning permission 030460 granted, but not implemented expired on 15/02/2015. The land is still vacant, no new planning applications have been submitted.  Applications for residential developments may be considered."
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF045,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,ETRS89,-1.503817041,,"Outline planning permission 31109 granted, subject to 106 agreement. Not implemented, expired on 13/06/2015. No new planning applications have been submitted. Applications for residential developments may be considered"
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,BF046,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,ETRS89,-1.509194131,,"""Full planning permission 030143 granted for 8 flats"
The site once accommodated St Pauls Hall. This has been demolished and the site has been left cleared.,,,,,,
No  new planning applications have been submitted.,,,,,,
"Applications for residential developments may be considered.""""""",2017-12-31,,,,,
