OrganisationURI,SiteReference,SiteNameAddress,SiteplanURL,GeoY,GeoX,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/teignbridge,BFR011,"5 George Street, Teignmouth TQ14 8AH",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f03008%2fCOU,50.545919,-3.497028,0.03,not owned by a public authority,permissioned,full planning permission,2015-01-26,,yes,8,8,,started,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR012,"17 Bank Street, Newton Abbot TQ12 2JL",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=14%2f03632%2fFUL,50.530182,-3.612886,0.04,not owned by a public authority,permissioned,full planning permission,2015-05-07,,yes,7,7,,"started - 6 out of 7 completed but not a lot happening now, therefore added end date",2017-11-01,2017-11-01,2018-06-18
http://opendatacommunities.org/id/district-council/teignbridge,BFR013,"Littlehayes, 9 East Cliff Road, Dawlish EX7 0BP",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f00726%2fMAJ,50.583423,-3.464513,0.14,not owned by a public authority,permissioned,full planning permission,2016-01-26,,yes,9,9,,Site completed,2017-11-01,2017-12-06,2017-12-06
http://opendatacommunities.org/id/district-council/teignbridge,BFR014,"RMS Motors, Pottery Road, Bovey Tracey TQ13 9DS",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f00776%2fMAJ,50.58225,-3.676233,0.51,not owned by a public authority,permissioned,full planning permission,2015-08-28,,yes,14,14,,Site completed,2017-11-01,2018-02-06,2018-02-06
http://opendatacommunities.org/id/district-council/teignbridge,BFR015,"Shell Cove House, 19 Old Teignmouth Road, Dawlish EX7 0NJ",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16/00300/MAJ,50.57264,-3.470681,2.8,not owned by a public authority,permissioned,full planning permission,2016-03-24,,yes,34,34,,started 2 applications,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR016,"Langdon Hospital, Dawlish EX7 0NS",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02700%2fMAJ,50.601067,-3.469681,11.11,not owned by a public authority,permissioned,outline planning permission,2016-09-13,,yes,26,34,,only approx 1.04 ha brownfield,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR017,"Bishop Dunstan School, 16 South Road, Newton Abbot TQ12 1HH",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02732%2fMAJ,50.52386,-3.612659,2.73,not owned by a public authority,permissioned,full planning permission,2016-07-18,,yes,27,27,,started - some of the site is completed so end date inserted,2017-11-01,2017-11-01,2019-08-03
http://opendatacommunities.org/id/district-council/teignbridge,BFR018,"Conitor House, Denbury Road, Ogwell, Newton Abbot  TQ12 6AD",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=15%2f02943%2fNPA,50.515793,-3.623669,0.25,not owned by a public authority,permissioned,full planning permission,2015-12-15,,yes,11,11,,Site completed,2017-11-01,2018-12-18,2018-12-18
http://opendatacommunities.org/id/district-council/teignbridge,BFR019,"Peppermint Club, Warren Road, Dawlish Warren, Dawlish EX7 0PQ",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=17/02565/MAJ,50.598425,-3.446217,0.47,not owned by a public authority,permissioned,full planning permission,2017-01-08,,yes,21,21,,started,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR020,"2 Old Town Street, Dawlish EX7 9AL",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f00464%2fFUL,50.58173,-3.474785,0.15,not owned by a public authority,permissioned,full planning permission,2016-07-13,,yes,9,9,,started - partly completed,2017-11-01,2017-11-01,2019-12-10
http://opendatacommunities.org/id/district-council/teignbridge,BFR021,"Kingsteignton Community Resource Centre, Greenhill Road, Kingsteignton TQ12 3BD",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f00477%2fMAJ,50.544369,-3.590061,0.98,not owned by a public authority,permissioned,full planning permission,2016-10-28,,yes,36,36,,Site completed,2017-11-01,2018-11-21,2018-11-21
http://opendatacommunities.org/id/district-council/teignbridge,BFR022,"Land At Former Treston House, Dawlish  EX7 0BL",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16/00528/MAJ,50.584031,-3.467314,1.14,not owned by a public authority,permissioned,full planning permission,2017-07-28,,yes,27,27,,Site completed,2017-11-01,2018-09-19,2018-09-19
http://opendatacommunities.org/id/district-council/teignbridge,BFR023,"Blenheim, Brimley Road, Bovey Tracey TQ13 9DH",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f02013%2fFUL,50.582727,-3.688255,0.32,not owned by a public authority,permissioned,full planning permission,2016-12-08,,yes,5,5,,Site completed,2017-11-01,2019-08-29,2019-08-29
http://opendatacommunities.org/id/district-council/teignbridge,BFR024,"Prospect Chapel, 5 Torquay Road, Newton Abbot TQ12 2LJ",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f02132%2fFUL,50.528811,-3.605518,0.06,not owned by a public authority,permissioned,full planning permission,2017-01-19,,yes,9,9,,Site completed,2017-11-01,2019-04-23,2019-04-23
http://opendatacommunities.org/id/district-council/teignbridge,BFR025,"The Old Brewery, 45 High Street, Dawlish EX7 9HF",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f02723%2fFUL,50.581986,-3.470374,0.02,not owned by a public authority,permissioned,full planning permission,2017-03-10,,yes,6,6,,Site completed,2017-11-01,2018-07-20,2018-07-20
http://opendatacommunities.org/id/district-council/teignbridge,BFR026,"Charterhouse Residential Care Home, Second Drive, Teignmouth TQ14 8TL",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f02794%2fFUL,50.556353,-3.488098,0.23,not owned by a public authority,permissioned,full planning permission,2017-07-14,,yes,9,9,,Site completed,2017-11-01,2018-06-15,2018-06-15
http://opendatacommunities.org/id/district-council/teignbridge,BFR027,"former Queens Hotel, 142-148 Queen Street, Newton Abbot TQ12 2EZ",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=16%2f02929%2fMAJ,50.530453,-3.600775,0.1,not owned by a public authority,permissioned,full planning permission,2017-03-30,,yes,21,21,,Site completed,2017-11-01,2019-03-28,2019-03-28
http://opendatacommunities.org/id/district-council/teignbridge,BFR028,"Tracey Vale Retirement Home, Brimley Vale, Bovey Tracey TQ13 9EA",http://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=17%2f00452%2fMAJ,50.587029,-3.680963,0.42,not owned by a public authority,permissioned,full planning permission,2017-06-15,,yes,10,10,,Site completed,2017-11-01,2019-03-29,2019-03-29
http://opendatacommunities.org/id/district-council/teignbridge,BFR029,"KS3 Land at Abbrook, Kingsteignton",http://www.teignbridge.gov.uk/planning/forms/teignbridge-local-plan-interactive-map/?uprn=010032958126&x=286574&y=74478,50.559077,-3.60293,1.56,not owned by a public authority,not permissioned,other,,,yes,34,44,,Site completed,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR030,"Bradley Lane, Newton Abbot",http://www.teignbridge.gov.uk/planning/forms/teignbridge-local-plan-interactive-map/?uprn=010032978058&x=285429&y=71237,50.529094,-3.618438,5.6,owned by a public authority,not permissioned,other,,,yes,170,170,,unimplemented,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR031,"NA3A Beverley Way, Newton Abbot",http://www.teignbridge.gov.uk/planning/forms/teignbridge-local-plan-interactive-map/?uprn=100040315214&x=285188&y=70592,50.524122,-3.621287,0.19,not owned by a public authority,pending decision,other,,,yes,5,5,,application for 5 dwellings only,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR032,"Town Centre, Newton Abbot",http://www.teignbridge.gov.uk/planning/forms/teignbridge-local-plan-interactive-map/?uprn=010032979642&x=285615&y=71448,50.531072,-3.612591,4.5,owned by a public authority,not permissioned,other,,,yes,120,120,,unimplemented,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR033,"TE4 Brunswick Street, Teignmouth",http://www.teignbridge.gov.uk/planning/forms/teignbridge-local-plan-interactive-map/?uprn=010032978529&x=294050&y=72662,50.54553,-3.497122,0.32,owned by a public authority,permissioned,planning permission granted under an order,2016-04-12,,yes,40,40,,unimplemented,2017-11-01,2017-11-01,
http://opendatacommunities.org/id/district-council/teignbridge,BFR034,"Haldon Ridge, Kennford",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=17/00382/FUL,50.644171,-3.546993,0.35,owned by a public authority,permissioned,full planning permission,2017-05-08,,yes,3,3,,Site completed,2019-12-17,2019-12-17,2018-11-12
http://opendatacommunities.org/id/district-council/teignbridge,BFR035,"2 Alta Vista Close, Dawlish  TQ14 8UW",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=17/01138/FUL,50.560095,-3.484481,0.32,not owned by a public authority,permissioned,full planning permission,2017-08-11,,yes,2,2,,started - half near completion,2019-12-17,2019-12-17,2020-01-08
http://opendatacommunities.org/id/district-council/teignbridge,BFR036,"Peppermint Club, Warren Road, Dawlish Warren   EX7 0PQ",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=17/02565/MAJ,50.598425,-3.446217,0.4,not owned by a public authority,permissioned,full planning permission,2019-02-01,,yes,21,21,,started,2019-12-17,2019-12-17,
http://opendatacommunities.org/id/district-council/teignbridge,BFR037,"Conitor House, Denbury Road  TQ12 6TP",https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=18/00409/FUL,50.515793,-3.623669,0.25,not owned by a public authority,permissioned,full planning permission,2018-06-07,,yes,2,2,,Site completed,2019-12-17,2019-12-17,2018-09-20
http://opendatacommunities.org/id/district-council/teignbridge,BFR038,Broadway Road,https://www.teignbridge.gov.uk/planning/forms/planning-application-details/?Type=Application&Refval=18/01494/PIP,50.549609,-3.605561,0.29,not owned by a public authority,permissioned,full planning permission,2018-08-29,,yes,6,9,,unimplemented,2019-12-17,2019-12-17,
