OrganisationURI,OrganisationLabel,Site Ref,PreviouslyPartOf,SiteNameAddress,SitePlanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,Ownership Status,Site Yes (within 5 years),Planning_Status_Reference,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6483,,"Thandi Coach Station
Alma Street
Smethwick
B66 2RL",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,403548,288407,0.71,,Yes,Permissioned,Full,16.03.2018,,,58,,,,DC/17/60747,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6484,,160 Halesowen StreetRowley RegisB65 0ES,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,397353,286348,0.05,,Yes,Permissioned,Full,20.04.2018,,,6,,,,under construction,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6485,,"Priest House
14 Priest Street
Cradley Heath
B64 6JN",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,395632,286292,0.11,,Yes,Permissioned,Full,10.05.2018,,,21,,,,,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6490,,"230 Halesowen RoadCradley HeathB64 6HN
Former Baclays Bank",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,395484,286385,0.05,,Yes,Permissioned,Full,04.04.2018,,,6,,,,,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6491,,12 Lombard StreetWest BromwichB70 8RU,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400342,291449,0.18,,Yes,Permissioned,Full,22.03.2018,,,40,,,,,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6510,,"117 Station Road
Cradley Heath
B64 6PL",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,396240,285959,0.13,,Yes,Permissioned,Full,08.09.2017,,,13,,,,,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6523,,"Site Of Hill Crest
Littlemoor Hill
Smethwick",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,401757,288286,0.44,,Yes,Permissioned,Full,09.05.2018,,,22,,,,under construction,15/01/2020,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6534,,"Site Of Former Great Bridge Neighbourhood Office
Sheepwash Lane
Tipton",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,397975,292193,0.02,,Yes,Permissioned,Full,,,,14,,,,under construction,,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6558,,"Rear Of 33 - 39 Langley High Street
Oldbury
B69 4SN",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,399220,288083,0.07,,,Permissioned,Outline,05.05.2017,,,5,,,,,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6576,,"Land Adjacent 4 - 6
Shrubbery Avenue
Tipton",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,394938,292163,0.35,,Yes,Permissioned,Full,17.01.2018,,,20,,,,under construction,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6584,,"First And Second Floors 
280 High Street
West Bromwich
B70 8AQ",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400398,291261,0.01,,Yes,Permissioned,Full,08.11.2017,,,6,,,,,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6591,,"Land Adjacent 20
Spring Head
Wednesbury",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,398894,294948,0.04,,,Permissioned,Outline,12.10.2017,,,9,,,,DC/19/62572,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6598,,"8 Station Road
Cradley Heath
B64 6PD",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,395879,285999,0.09,,Yes,Permissioned,Full,21.09.2017,,,6,,,,DC/17/60846,17/12/2018,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6628,,"376 High Street, (former New Hop Pole).
West Bromwich, 
B70 9LB",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,400071,291560,0.03,,Yes,Permissioned,Full,,,,14,,,,DC/18/62067,15/01/2020,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6630,,"Site of Former Kingsbury House and Resource Centre, King Street, Wednesbury",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,398448,295067,0.52,,Yes,Permissioned,Full,,,,8,,,,DC/18/62165,15/01/2020,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6631,,"18 Alexandra Raod, Tipton, 4 8TG",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,,,0.08,,Yes,Permissioned,Full,,,,6,,,,DC/18/61930,15/01/2020,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6632,,"Lockup Garagges rear of 27 to 37 Surfeit Hill Road, Cradley Heath",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,394963,285597,0.19,,Yes,Permissioned,Full,,,,5,,,,DC/18/62247,15/01/2020,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6652,,Former Shaftesbury House402 High StreetWest BromwichB70 9LB,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,,,0.40,,,Permissioned,Outline,,,,70,,,,DC/18/62124,15/01/2020,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6665,,"Bellagio Ristorante Italiano 
58-60 Seagar Street
West Bromwich
B71 4AN",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,,,0.20,,,Permissioned,Outline,,,,29,,,,DC/18/62437,15/01/2020,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6677,,"The Fomer New Talbot PH
Hill Top
West Bromwich
B70 0PR",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,3984708,293956,0.19,,,Permissioned,Outline,,,,19,,,,DC/18/62083,15/01/2020,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6681,,"Coppice Street, West Bromwich",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,,,,,,Permissioned,Other,,,,11,,,,,15/01/2020,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6743,,"Site Of Former Cradley Print,
Chester Road,
Cradley Heath",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,394154,285779,1.01,,Yes,Permissioned,Full,,,,51,,,,DC/18/62111,15/01/2020,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6790,,24 - 28 Cape HillSmethwickB66 4RP,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,,,,,Yes,Permissioned,Full,,,,5,,,,DC/18/62540,15/01/2020,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6795,,598 - 600 Bearwood RoadSmethwickB66 4BW,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,,,,,Yes,Permissioned,Full,,,,6,,,,DC/19/63086,15/01/2020,,
http://opendatacommunities.org/id/metropolitan-district-council/sandwell,Sandwell MBC,6801,,"Former Resource Centre
Lowry Close
Smethwick",http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,OSG36,,,,,Yes,Permissioned,Full,,,,20,,,,DC/19/63392,15/01/2020,,
