OrganisationURL,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinDetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,153254,#N/A," 82 Widemarsh Street, Hereford",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=153254,OSGB36,351078.000,240312.000,0.01,,,permissioned,full planning permission,2016-01-07,,#N/A,1,Proposed conversion of ground floor restaurant to dwelling and~alterations to upper floors. (For DOC 4 see 173299),,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,153506,#N/A,"20 Broad Street, Hereford, HR4 9AP",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=153506,OSGB36,350938.000,239864.000,0,,,permissioned,full planning permission,2016-04-12,,#N/A,0,Conversion of first floor office and school use premises to~residential use - 4 flats.,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,160076,#N/A,"92 - 94 Widemarsh Street, Hereford, HR4 9HG",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=160076,OSGB36,351084.000,240340.000,0.01,,,permissioned,full planning permission,2016-03-01,,#N/A,1,Proposed change of use of first floor to residential unit.,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,160322,#N/A,"Land at 82-84, Church Road, Hereford, HR1 1RS",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=160322,OSGB36,352866.000,240002.000,0,,,permissioned,full planning permission,2016-05-18,,#N/A,0,Proposed erection of a dwelling house and detached garage. (For DOC~conditions 6 12 13 15 & 17 see 170844),,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,160687,#N/A,"12 Kyrle Street, Hereford, HR1 2ET",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=160687,OSGB36,351446.000,240113.000,0,,,permissioned,full planning permission,2016-05-10,,#N/A,0,Proposed conversion of house into 2 nos. one bedroom flats.,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,161205,#N/A,"Lyndale Care Home, 24 Southbank Close, Hereford, Herefordshire, HR1 2TQ",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=161205,OSGB36,351832.000,240156.000,0,,,permissioned,full planning permission,2016-09-12,,#N/A,0,Erection of single storey detached unit for 4 single persons for~supported living.,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,161356,#N/A,"Land at 40 Newtown Road, Hereford, HR4 9LL",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=161356,OSGB36,351028.000,240891.000,0.07,,,permissioned,full planning permission,2016-10-21,,#N/A,0,"Proposed demolition of outbuilding, 3 No. 3 bedroom houses and 1~bedroom bungalow. (For DOC 3,5,6,7,8,9,10,11,12,13,15,16 & 17 see~192161)",,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,161414,#N/A,"Plot adjacent to 83 Broomy Hill, Hereford",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=161414,OSGB36,349495.000,239356.000,0.26,,,permissioned,full planning permission,2016-07-08,,#N/A,0,Proposed new detached dwelling and garage.,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,163176,#N/A,"Land at 36 Holme Lacy Road, Hereford, HR2 6BY",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=163176,OSGB36,350883.000,238538.000,0,,,permissioned,full planning permission,2016-12-05,,#N/A,0,"Demolition of part of building, conversion of shop and flat to 2 nos.~houses and erection of 2 nos. two bedroom houses and associated~parking.",,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,163301,#N/A,"Second Floor Flat, 24 Eign Gate, Hereford, HR4 0AB",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=163301,OSGB36,350805.000,240042.000,0.01,,,permissioned,full planning permission,2016-12-13,,#N/A,0,Proposed change of use of first floor to form two bedroom flat.,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,163501,#N/A,"The Moorfield Inn, Moorfield Street, Hereford",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=163501,OSGB36,350682.000,240335.000,0,,,permissioned,full planning permission,2017-02-21,,#N/A,0,"Proposal to convert the public house into a pair of two-bedroomed~semi-detached houses and erection of a pair of semi-detached two~bedroomed houses within yard area, four parking spaces and accessed~from Richmond Street.",,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,163555,#N/A,"37 Whitecross Road, Hereford, HR4 0DE",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=163555,OSGB36,350251.000,240192.000,0.03,,,permissioned,full planning permission,2017-01-05,,#N/A,0,Change of use from former audio shop to residential and division to~create additional dwelling.,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,163719,#N/A,"129-131 Eign Street, Hereford, Herefordshire",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=163719,OSGB36,350646.000,240053.000,0,,,permissioned,full planning permission,2017-03-01,,#N/A,0,Proposed conversion of two ground floor retail units into two studio~flats (re-submission ref 160552).,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,163751,#N/A,"Flats at 15 - 17 Eign Gate, Hereford, HR4 0AB",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=163751,OSGB36,350852.000,240014.000,0.01,,,permissioned,full planning permission,2017-02-16,,#N/A,0,"Proposed conversion of first, second and third floors from retail~space to 3 residential apartments.",,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,164042,#N/A,"18 - 20 Commercial Street, Hereford, HR1 2DE",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=164042,OSGB36,351168.000,240124.000,0.03,,,permissioned,full planning permission,2017-02-13,,#N/A,0,"Proposed change of use of first and second floors from retail into 7~residential apartments. Modification of shop front, removal of  part~of first floor to facilitate a roof terrace area and removal of~brickwork infill to blind windows to the rear and insertion of new~matching windows.",,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,164105,#N/A,"12A Bridge Street, Hereford, HR4 9DF",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=164105,OSGB36,350824.000,239709.000,0.01,,,permissioned,full planning permission,2017-02-20,,#N/A,0,Proposed conversion of existing retail shop into a single residential~unit including replacement of the existing shop frontage with new~powder colour coated aluminium frontage.,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,164135,#N/A,"The Cotterell Arms, 65 - 67 Cotterell Street, Hereford",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=164135,OSGB36,349758.000,240314.000,0,,,permissioned,full planning permission,2017-02-09,,#N/A,0,Reference 150247/F (Proposed change of use from Public House to 3 no~separate houses - domestic)- Change door and window material from wood~to UPVC double glazed (variation to conditions 2 & 3).,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,164111,#N/A,"52 Broomy Hill, Hereford, HR4 0LH",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=164111,OSGB36,349940.000,239610.000,0.2,,,permissioned,full planning permission,2017-03-21,,#N/A,0,Conversion of the coach house to form a new dwelling with greenhouse~and outbuildings replaced by an extension to the coach house.  Part of~the existing garden to be separated to form a separate curtilage. A~new gated opening to Prince Edward Drive for access. (For DOC 3 5 6 7~9 10 11 12 & 13 see 171695),,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,170350,#N/A,"Land at 98 Kings Acre Road, Hereford, HR4 0RG",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=170350,OSGB36,348730.000,241065.000,0,,,permissioned,full planning permission,2017-03-24,,#N/A,0,"Proposed erection of 2 chalet bungalows with garages, after outline~consent (141740).",,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,130784,#N/A,"First floor, 27 Gloucester Road, Ross-on- Wye, Herefordshire, HR9 5LE",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=130784,OSGB36,360145.000,224062.000,0,,,permissioned,full planning permission,2013-06-17,,#N/A,1,Change of use of first floor from restaurant to residential.~Alteration of entrance doorway.,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,131206,#N/A,"Land rear of The Kings Head, High Street, Ross-on-Wye, Herefordshire",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=131206,OSGB36,359839.000,224173.000,0.1,,,permissioned,full planning permission,2013-09-17,,#N/A,9,"Alterations, extension and conversion of existing building to provide~nine apartments with ancillary uses and works.",,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,150055,#N/A,"46 Broad Street, Ross-on-Wye, Herefordshire, HR9 7DY",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=150055,OSGB36,360028.000,224218.000,0,,,permissioned,full planning permission,2015-06-30,,#N/A,2,Propose to demolish two store building (offices) and construct new two~storey building to form 2 no. one bedroom flats (residential).,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,150234,#N/A,"Rosswyn Hotel, 16-19 High Street, Ross-On-Wye, Herefordshire, HR9 5BZ",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=150234,OSGB36,359987.000,224049.000,0.14,,,permissioned,full planning permission,2015-10-01,,#N/A,18,,"Conversion to create two retail shop units and 11 residential units (8~x 1 bed, 2 x 2 bed and 1 x 3 bed) and erection of 7 x 2 bed~dwellinghouses.",#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,152308,#N/A,"Site adjacent to Thrushes Nest, Rope Walk, Ross-On-Wye, Herefordshire, HR9 7BU",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=152308,OSGB36,359816.000,224416.000,0,,,permissioned,full planning permission,2015-09-25,,#N/A,1,Proposed new dwelling,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,153001,#N/A,"Land adjacent to Chase View Veterinary Clinic, Hildersley, Ross on Wye, Herefordshire, HR9 7NJ",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=153001,OSGB36,361273.000,223983.000,0.58,,,permissioned,full planning permission,2016-05-26,,#N/A,6,Proposed erection of 6 dwellings. (For DOC  4 11 12 17~18 and part discharge of Condition 20  see 191843),,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,153155,#N/A,"39 High Street, Ross-on-Wye, Herefordshire, HR9 5HD",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=153155,OSGB36,359899.000,224121.000,0,,,permissioned,full planning permission,2016-02-22,,#N/A,2,Proposed creation of two flats on the second floor third floor~including external and internal repairs.,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,153797,#N/A,"12 Gloucester Road, Ross-On-Wye, Herefordshire, HR9 5BU",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=153797,OSGB36,360054.000,224100.000,0,,,permissioned,full planning permission,2016-02-12,,#N/A,1,Proposed change of use of upper and lower basements to a single~dwelling,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,161429,#N/A,"Land at Twigworth, Camp Road, Ross-on-Wye, Herefordshire, HR9 5NJ",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=161429,OSGB36,360548.000,223907.000,0,,,permissioned,full planning permission,2016-07-05,,#N/A,0,"Proposed new dwelling (For DOC 1, 3-9 inclusive see 180896)",,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,161967,#N/A,"5-6 High Street, Ross-on-Wye, Herefordshire, HR9 5HL",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=161967,OSGB36,359829.000,224160.000,0,,,permissioned,full planning permission,2016-09-06,,#N/A,0,Proposed change of use from 1st and 2nd floor offices to 2 no flats.,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,162035,#N/A,"12 Brookend Street, Ross-On-Wye, Herefordshire",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=162035,OSGB36,360084.000,224409.000,0.01,,,permissioned,full planning permission,2016-10-17,,#N/A,0,Conversion of existing offices into a Flat,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,160948,#N/A,"Outbuildings at Laurel Cottage, Hope under Dinmore, Leominster, Herefordshire, HR6 0PX",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=160948,OSGB36,350373.000,251335.000,0.01,,,permissioned,full planning permission,2016-06-14,,#N/A,0,Convert outbuildings to holiday let.,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,150173,#N/A," T J Crump Oakwrights Ltd, The Lakes, Swainshill, Herefordshire, HR4 7PU",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=150173,OSGB36,346008.000,241934.000,1.21,,,permissioned,outline planning permission,2016-12-05,,#N/A,0,,"Site for redevelopment to include 8 dwellings (use Class C3), a~design studio (use Class B1), outdoor living area with display~outbuilding, cycle storage building along with associated~infrastructure and landscaping.",#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,152524,#N/A,"Travellers Rest Inn, Stretton Sugwas, Hereford, Herefordshire, HR4 7AL",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=152524,OSGB36,346536.000,242463.000,0,,,permissioned,reserved matters approval,2016-01-07,,#N/A,4,"Reserved matters (3, 6, 7, 8, 10, 11 & 13) for Outline planning~permission 141240 (Proposed erection of 5 terraced houses and~formation of parking)",,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
http://opendatacommunities.org.id/unitary-authority/herefordshire,Herefordshire Council,161262,#N/A,"Khotla, Wellington, Hereford, Herefordshire, HR4 8AT",https://www.herefordshire.gov.uk/info/200142/planning_services/planning_application_search/details?id=161262,OSGB36,349262.000,248134.000,0,,,permissioned,full planning permission,2016-08-05,,#N/A,0,Change of use of the ground floor and car parking area at front of the~property from commercial to domestic use. Proposed detached double~garage. (For DOC 3 see 171032),,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
,,,#N/A,,,,#N/A,#N/A,,,,,,,,#N/A,,,,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A
