entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
,,,"Rye Road, Hoddesdon, EN11",,,not owned by a public authority,not permissioned,,,,,0.5787,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"Lord Street, Hoddesdon, EN11 8NL",,,not owned by a public authority,not permissioned,,,,,0.3019,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"Essex Road, Hoddesdon, EN11 0BX",,,not owned by a public authority,permissioned,,,,,0.908,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"Land rear of 76 High Street, Hoddesdon, EN11 8ET",,,not owned by a public authority,permissioned,,,,,0.231,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"Fourways House, Ware Road, Hoddesdon, EN11 9RS",,,not owned by a public authority,permissioned,,,,,0.33,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"Amwell Street, Hoddesdon, EN11 8TS",,,not owned by a public authority,not permissioned,,,,,0.3858,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"Police Station, High Street, Hoddesdon, EN11 8BJ",,,owned by a public authority,not permissioned,,,,,0.321,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"16 Westfield Road, Hoddesdon, EN11 8QX",,,,not permissioned,,,,,1.272,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,Waltham Cross,,,not owned by a public authority,not permissioned,,,,,2.641,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"Station Road and Lea Road, Waltham Abbey, EN9 1AN",,,not owned by a public authority,permissioned,,,,,1.262,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"High Street, Waltham Cross, EN8 7BG",,,owned by a public authority,not permissioned,,,,,0.3539,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"88-102 High Street, Waltham Cross, EN8 7BX",,,not owned by a public authority,not permissioned,,,,,0.217,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"69 Crossbrook Street, Cheshunt, EN8 8LU",,,not owned by a public authority,permissioned,,,,,0.063,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"High Road, Turnford, EN10 6DB",,,not owned by a public authority,permissioned,,,,,0.504,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"74 High Road, Wormley, EN10 6DU",,,not owned by a public authority,permissioned,,,,,0.076,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"56-58 Turners Hill, Cheshunt, EN8 9BD",,,not owned by a public authority,permissioned,,,,,0.061,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"110 Turners Hill, Cheshunt, EN8 9BN",,,not owned by a public authority,permissioned,,,,,0.077,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"210A Windmill Lane, Cheshunt, EN8 9AF",,,not owned by a public authority,permissioned,,,,,0.022,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"134 Crossbrook Street, Cheshunt, EN8 8JH",,,not owned by a public authority,permissioned,,,,,0.042,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"67 Old Highway, Hoddesdon, EN11 0LT",,,not owned by a public authority,permissioned,,,,,0.209,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"Brewery Road, Hoddesdon, EN11 8HF",,,not owned by a public authority,permissioned,,,,,0.117,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"Rye Road, Hoddesdon, EN11 0LH",,,owned by a public authority,permissioned,,,,,0.049,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"90 Ware Road, Hoddesdon, EN11 9ET",,,not owned by a public authority,permissioned,,,,,0.148,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"Bridge Court, High Street, Waltham Cross, EN8 7AT",,,not owned by a public authority,permissioned,,,,,0.035,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"33-35 Eleanor Cross Road, Waltham Cross, EN8 7LF",,,not owned by a public authority,permissioned,,,,,0.146,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"Rear of 40 Park Lane, Waltham Cross, EN8 8BE",,,not owned by a public authority,permissioned,,,,,0.26,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"75-81 High Street, Waltham Cross, EN8 7AF",,,not owned by a public authority,permissioned,,,,,0.076,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"Fitzpatrick Contractors Ltd, Woollens Brook, Hertford Road, Hoddesdon, EN11 9BX",,,not owned by a public authority,permissioned,,,,,1.532,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"89-93 Turners Hill, Cheshunt, EN8 9BD",,,not owned by a public authority,permissioned,,,,,0.039,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"Trust Road, Waltham Cross, EN8 7HF",,,not owned by a public authority,permissioned,,,,,0.095,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
,,,"High Street, Waltham Cross, EN8 7TU",,,not owned by a public authority,permissioned,,,,,0.108,,,,,a4a214334df3b54c8fffa74c29638644383a07511b022adaf866a78d15bf2952
