field,value,count
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/poole,245
OrganisationURI,http://opendatacommunities.org/id/district-council/waverley,245
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/rochdale,238
OrganisationURI,http://opendatacommunities.org/id/district-council/guildford,238
OrganisationURI,http://opendatacommunities.org/id/county-council/newcastle-upon-tyne,237
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/cornwall,235
OrganisationURI,http://opendatacommunities.org/id/district-council/surrey-heath,234
OrganisationURI,https://digital-land.github.io/organisation/local-authority-eng/ESK/,232
OrganisationURI,http://opendatacommunities.org.id/unitary-authority/herefordshire,228
OrganisationURI,http://opendatacommunities.org/id/london-borough-council/bexley,222
OrganisationURI,http://opendatacommunities.org/id/district-council/wycombe,219
OrganisationURI,http://opendatacommunities.org/id/district-council/cannock-chase,219
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/east-riding,217
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/north-tyneside,215
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/salford,211
OrganisationURI,http://opendatacommunities.org/id/london-borough-council/lambeth,210
OrganisationURI,http://opendatacommunities.org/id/london-borough-council/ealing,210
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000023,205
OrganisationURI,http://opendatacommunities.org/id/district-council/harrogate,205
OrganisationURI,http://opendatacommunities.org/id/london-borough-council/merton,204
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/slough,200
OrganisationURI,http://opendatacommunities.org/id/district-council/northampton,199
OrganisationURI,http://opendatacommunities.org/id/district-council/basildon,197
OrganisationURI,http://opendatacommunities.org/id/district-council/basingstoke,194
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/rotherham,192
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/shropshire,191
OrganisationURI,http://opendatacommunities.org/id/london-borough-council/barking-and-dagenham,189
OrganisationURI,http://opendatacommunities.org/id/district-council/eden,188
OrganisationURI,http://opendatacommunities.org/id/district-council/welwyn-hatfield,185
OrganisationURI,http://opendatacommunities.org/id/district-council/lichfield,181
OrganisationURI,http://opendatacommunities.org/id/district-council/ipswich,180
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/north-somerset,179
OrganisationURI,http://opendatacommunities.org/id/district-council/east-staffordshire,179
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/doncaster,178
OrganisationURI,http://opendatacommunities.org/id/london-borough-council/waltham-forest,174
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/bournemouth,173
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/sefton,171
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000006,168
OrganisationURI,http://opendatacommunities.org/id/district-council/newcastle-staffs,168
OrganisationURI,For more information visit the Government's open data website: http://opendatacommunities.ord/id/london-borough-council/lewisham,168
OrganisationURI,http://opendatacommunities.org/id/district-council/new-forest,167
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/wiltshire,166
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/wirral,165
OrganisationURI,http://opendatacommunities.org/id/london-borough-council/havering,162
OrganisationURI,http://opendatacommunities.org/doc/unitary-authority/north-lincolnshire,162
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/milton-keynes,161
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/hull,161
OrganisationURI,Maidstone E07000110,158
OrganisationURI,http://opendatacommunities.org/id/district-council/tunbridge-wells,156
OrganisationURI,http://opendatacommunities.org/id/district-council/dartford,154
OrganisationURI,http://opendatacommunities.org/doc/district-council/west-norfolk,154
OrganisationURI,http://opendatacommunities.org/id/district-council/north-devon,153
OrganisationURI,http://opendatacommunities.org/id/district-council/scarborough,150
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/bolton,149
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/knowsley,148
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/torbay,147
OrganisationURI,http://opendatacommunities.org/id/district-council/tandridge,147
OrganisationURI,http://opendatacommunities.org/id/district-council/chesterfield,143
OrganisationURI,http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,142
OrganisationURI,http://opendatacommunities.org/id/district-council/canterbury,138
OrganisationURI,http://opendatacommunities.org/id/district-council/dacorum,133
OrganisationURI,http://opendatacommunities.org/id/district-council/cheltenham,131
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/bury,129
OrganisationURI,http://opendatacommunities.org/id/district-council/south-ribble,128
OrganisationURI,http://opendatacommunities.org/doc/district-council/reigate-banstead,128
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/sunderland,127
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/halton,126
OrganisationURI,http://opendatacommunities.org/id/district-council/cherwell,126
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/bedford,125
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/bath-and-north-east-somerset,125
OrganisationURI,http://opendatacommunities.org/id/district-council/fareham,124
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/dudley,123
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/telford-and-wrekin,122
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/trafford,121
OrganisationURI,http://opendatacommunities.org/id/district-council/south-somerset,121
OrganisationURI,"Click here to go to the city council entry on the Ministry of Housing, Communities and Local Government website",119
OrganisationURI,http://opendatacommunities.org/id/district-council/eastbourne,118
OrganisationURI,http://opendatacommunities.org/id/district-council/oxford,117
OrganisationURI,http://opendatacommunities.org/id/district-council/erewash,117
OrganisationURI,http://opendatacommunities.org/id/district-council/west-lindsey,116
OrganisationURI,http://opendatacommunities.org/id/district-council/horsham,113
OrganisationURI,http://opendatacommunities.org/id/district-council/chorley,113
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/north-east-lincolnshire,112
OrganisationURI,http://opendatacommunities.org/id/district-council/great-yarmouth,111
OrganisationURI,http://opendatacommunities.org/id/district-council/rother,110
OrganisationURI,http://opendatacommunities.org/id/district-council/chelmsford,110
OrganisationURI,http://opendatacommunities.org/id/district-council/rushmoor,109
OrganisationURI,http://opendatacommunities.org/id/district-council/mid-sussex,109
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/county-durham,108
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/calderdale,108
OrganisationURI,http://opendatacommunities.org/id/district-council/gedling,107
OrganisationURI,http://opendatacommunities.org/id/district-council/wyre-forest,106
OrganisationURI,http://opendatacommunities.org/id/district-council/preston,106
OrganisationURI,http://opendatacommunities.org/id/district-council/derbyshire-dales,106
OrganisationURI,http://opendatacommunities.org/id/london-borough-council/sutton,103
OrganisationURI,http://opendatacommunities.org/id/district-council/worcester,103
OrganisationURI,http://opendatacommunities.org/id/district-council/north-warwickshire,103
OrganisationURI,E06000041,103
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/medway,102
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000219,102
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/newcastle,101
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/isle-of-wight,100
OrganisationURI,http://opendatacommunities.org/id/district-council/worthing,100
OrganisationURI,http://opendatacommunities.org/id/district-council/hart,99
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/barnsley,98
OrganisationURI,http://opendatacommunities.org/id/district-council/reigate-banstead,97
OrganisationURI,http://opendatacommunities.org/id/district-council/forest-of-dean,96
OrganisationURI,http://opendatacommunities.org/id/district-council/brentwood,96
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/west-berkshire,95
OrganisationURI,http://opendatacommunities.org/id/district-council/east-devon,95
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/stockport,94
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000130,92
OrganisationURI,http://opendatacommunities.org/doc/unitary-authority/portsmouth,91
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/thurrock,90
OrganisationURI,http://opendatacommunities.org/doc/district-council/havant,90
OrganisationURI,http://opendatacommunities.org/doc/district-council/epping-forest,90
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/hartlepool,89
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000027,88
OrganisationURI,http://opendatacommunities.org/id/district-council/selby,88
OrganisationURI,http://opendatacommunities.org/id/district-council/amber-valley,88
OrganisationURI,http://opendatacommunities.org/doc/district-council/north-hertfordshire,88
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/tameside,87
OrganisationURI,http://opendatacommunities.org/id/district-council/lancaster,87
OrganisationURI,http://opendatacommunities.org/id/london-borough-council/hackney,86
OrganisationURI,http://opendatacommunities.org/id/district-council/east-cambridgeshire,86
OrganisationURI,http://opendatacommunities.org/id/district-council/craven,86
OrganisationURI,http://opendatacommunities.org/doc/district-council/copeland,86
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/middlesbrough,85
OrganisationURI,http://opendatacommunities.org/id/district-council/tendring,84
OrganisationURI,http://opendatacommunities.org/id/district-council/south-cambridgeshire,84
OrganisationURI,http://opendatacommunities.org/id/district-council/north-east-derbyshire,84
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/dorset,83
OrganisationURI,http://opendatacommunities.org/id/district-council/south-oxfordshire,83
OrganisationURI,http://opendatacommunities.org/id/district-council/sedgemoor,82
OrganisationURI,http://opendatacommunities.org/id/borough-council/ashford,82
OrganisationURI,http://opendatacommunities.org/id/district-council/rossendale,81
OrganisationURI,http://opendatacommunities.org/id/district-council/christchurch,81
OrganisationURI,https://digital-land.github.io/organisation/local-authority-eng/STO/,80
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/plymouth,80
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/cheshire-east,80
OrganisationURI,http://opendatacommunities.org/id/district-council/pendle,80
OrganisationURI,http://opendatacommunities.org/id/district-council/braintree,80
OrganisationURI,http://opendatacommunities.org/id/district-council/barrow-in-furness,80
OrganisationURI,http://opendatacommunities.org/doc/district-council/dover,80
OrganisationURI,http://opendatacommunities.org/id/london-borough-council/tower-hamlets,78
OrganisationURI,http://opendatacommunities.org/id/district-council/chiltern,78
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000165,77
OrganisationURI,http://opendatacommunities.org/id/geography/administration/md/E08000004,77
OrganisationURI,http://opendatacommunities.org/id/district-council/wyre,77
OrganisationURI,http://opendatacommunities.org/id/district-council/thanet,77
OrganisationURI,http://opendatacommunities.org/doc/district-council/tamworth,77
OrganisationURI,http://opendatacommunities.org/id/district-council/staffordshire-moorlands,76
OrganisationURI,http://opendatacommunities.org/id/district-council/south-lakeland,76
OrganisationURI,http://opendatacommunities.org/id/district-council/runnymede,76
OrganisationURI,http://opendatacommunities.org/id/district-council/crawley,76
OrganisationURI,http://opendatacommunities.org/id/district-council/Harlow,76
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/derby,75
OrganisationURI,http://opendatacommunities.org/id/district-council/winchester,74
OrganisationURI,http://opendatacommunities.org/id/district-council/hertsmere,74
OrganisationURI,http://opendatacommunities.org/doc/district-council/boston,74
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000178,73
OrganisationURI,http://opendatacommunities.org/id/district-council/st-albans,73
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/peterborough,72
OrganisationURI,http://opendatacommunities.org/id/district-council/bassetlaw,71
OrganisationURI,http://opendatacommunities.org/doc/unitary-authority/central-bedfordshire,69
OrganisationURI,http://opendatacommunities.org/id/district-council/three-rivers,68
OrganisationURI,http://opendatacommunities.org/id/district? council/northampton,67
OrganisationURI,http://opendatacommunities.org/id/district-council/waveney/,66
OrganisationURI,http://opendatacommunities.org/id/district-council/stroud,65
OrganisationURI,http://opendatacommunities.org/id/district-council/newark-and-sherwood,65
OrganisationURI,http://opendatacommunities.org/id/district-council/gosport,65
OrganisationURI,http://opendatacommunities.org/id/district-council/adur,64
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000089,63
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000061,63
OrganisationURI,http://opendatacommunities.org/id/district-council/south-holland,62
OrganisationURI,http://opendatacommunities.org/id/district-council/broadland,62
OrganisationURI,http://www.opendatacommunities.org/id/metropolitan-district-council/sunderland,61
OrganisationURI,http://opendatacommunities.org/id/district-council/vale-of-white-horse,61
OrganisationURI,http://opendatacommunities.org/id/district-council/hastings,61
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000037,60
OrganisationURI,http://opendatacommunities.org/id/district-council/wychavon,60
OrganisationURI,http://opendatacommunities.org/id/district-council/wealden,60
OrganisationURI,http://opendatacommunities.org/id/district-council/suffolk-coastal,60
OrganisationURI,http://opendatacommunities.org/id/district-council/aylesbury-vale,60
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000118,58
OrganisationURI,http://opendatacommunities.org/id/district-council/waveney,58
OrganisationURI,http://opendatacommunities.org/id/district-council/ashfield,58
OrganisationURI,http://opendatacommunities.org/id/district-council/arun,58
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000084,57
OrganisationURI,http://opendatacommunities.org/id/district-council/gloucester,57
OrganisationURI,http://opendatacommunities.org/id/district-council/east-lindsey,57
OrganisationURI,http://opendatacommunities.org/id/district-council/east-dorset,57
OrganisationURI,http://opendatacommunities.org/doc/unitary-authority/southend,56
OrganisationURI,http://opendatacommunities.org/doc/unitary-authority/bracknell-forest,56
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/blackpool,55
OrganisationURI,http://opendatacommunities.org/id/district-council/mendip,55
OrganisationURI,http://opendatacommunities.org/doc/district-council/fenland,55
OrganisationURI,http://opendatacommunities.org/id/district-council/south-bucks,54
OrganisationURI,http://opendatacommunities.org/id/district-council/carlisle,54
OrganisationURI,http://opendatacommunities.org/id/district-council/chichester,53
OrganisationURI,http://opendatacommunities.org/id/geography/administration/npark/E26000007,52
OrganisationURI,http://opendatacommunities.org/id/district-council/stafford,52
OrganisationURI,http://opendatacommunities.org/id/metropolitan-district-council/solihull,51
OrganisationURI,http://opendatacommunities.org/id/district-council/weymouth-and-portland,50
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000088,48
OrganisationURI,http://opendatacommunities.org/id/district-council/south-norfolk,48
OrganisationURI,http://opendatacommunities.org/id/district-council/shepway,48
OrganisationURI,http://opendatacommunities.org/doc/district-council/melton,48
OrganisationURI,http://opendatacommunities.org/id/district-council/west-dorset,47
OrganisationURI,http://opendatacommunities.org/id/district-council/high-peak,46
OrganisationURI,http://opendatacommunities.org/id/district-council/gravesham,45
OrganisationURI,http://opendatacommunities.org/id/district-council/cotswold,45
OrganisationURI,http://opendatacommunities.org/id/district-council/huntingdonshire,44
OrganisationURI,http://opendatacommunities.org/id/district-council/taunton-deane,43
OrganisationURI,http://opendatacommunities.org/id/district-council/oadby-and-wigston,43
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/redcar-and-cleveland,41
OrganisationURI,http://opendatacommunities.org/id/district-council/west-lancashire,41
OrganisationURI,http://opendatacommunities.org/id/district-council/torridge,41
OrganisationURI,http://opendatacommunities.org/id/district-council/castle-point,41
OrganisationURI,http://opendatacommunities.org/id/district-council/broxtowe,41
OrganisationURI,http://opendatacommunities.org/doc/district-council/elmbridge,41
OrganisationURI,http://opendatacommu nities.org/id/districtcouncil/forest-of-dean,40
OrganisationURI,http://opendatacommunities.org/id/district-council/north-west-leicestershire,39
OrganisationURI,http://opendatacommunities.org/id/district-council/hyndburn,38
OrganisationURI,http://opendatacommunities.org/id/district-council/boston,38
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/southampton,37
OrganisationURI,http://opendatacommunities.org/id/district-council/burnley,37
OrganisationURI,http://opendatacommunities.org/doc/district-council/watford,37
OrganisationURI,http://opendatacommunities.org/id/london-borough-council/hammersmith-and-fulham,36
OrganisationURI,http://opendatacommunities.org/id/district-council/molevalley,36
OrganisationURI,Hounslow,36
OrganisationURI,http://opendatacommunities.org/id/district-council/bolsover,35
OrganisationURI,http://opendatacommunities.org/id/district-council/colchester,34
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,33
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/blackburn,33
OrganisationURI,http://opendatacommunities.org/id/national-park-authority/new-forest,33
OrganisationURI,http://opendatacommunities.org/id/district-council/south-derbyshire,33
OrganisationURI,http://opendatacommunities.org/id/district-council/north-norfolk,33
OrganisationURI,http://opendatacommunities.org/id/district-council/daventry,33
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/windsor-and-maidenhead,32
OrganisationURI,http://opendatacommunities.org/id/district-council/bromsgrove,32
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000062,31
OrganisationURI,http://opendatacommunities.org/id/district-council/warwick,31
OrganisationURI,http://opendatacommunities.org/id/district-council/mid-devon,31
OrganisationURI,http://opendatacommunities.org/id/district-council/epsom-and-ewell,31
OrganisationURI,http://opendatacommunities.org/id/district-council/west-oxfordshire,30
OrganisationURI,http://opendatacommunities.org/id/district-council/elmbridge,30
OrganisationURI,http://opendatacommunities.org/id/district-council/south-staffordshire,29
OrganisationURI,http://opendatacommunities.org/id/district-council/rushcliffe,29
OrganisationURI,http://opendatacommunities.org/doc/district-council/swale,29
OrganisationURI,http://opendatacommunities.org/id/london-borough-council/enfield,27
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000003,27
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000198,27
OrganisationURI,West Suffolk,27
OrganisationURI,http://opendatacommunities.org/doc/district-council/spelthorne,26
OrganisationURI,http://opendatacommunities.org/id/geography/administration/npark/E26000008,25
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000129,25
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000048,25
OrganisationURI,http://opendatacommunities.org/id/district-council/spelthorne,25
OrganisationURI,http://opendatacommunities.org/id/district-council/rugby,25
OrganisationURI,http://opendatacommunities.org/id/district-council/eastleigh,25
OrganisationURI,http://opendatacommunities.org/doc/district-council/breckland,25
OrganisationURI,http://opendatacommunities.org/id/geography/administration/npark/E26000009,24
OrganisationURI,http://opendatacommunities.org/doc/metropolitan-district-council/south-tyneside,24
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000009,23
OrganisationURI,http://opendatacommunities.org/id/district-council/stevenage,23
OrganisationURI,http://opendatacommunities.org/id/district-council/rochford,23
OrganisationURI,South Norfolk,23
OrganisationURI,http://opendatacommunities.org/resource?uri=http://opendatacommunities.org/id/geography/administration/nmd/E07000155,22
OrganisationURI,http://opendatacommunities.org/id\n/district-council/crawley,22
OrganisationURI,http://opendatacommunities.org/id/district-council/southnorthants,22
OrganisationURI,http://opendatacommunities.org/doc/district-council/uttlesford,22
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000181,21
OrganisationURI,http://opendatacommunities.org/id/geography/administration/nmd/E07000081,21
OrganisationURI,https://ckan.publishing.service.gov.uk/dataset/uttlesford-brownfield-land-register,20
OrganisationURI,http://opendatacommunities.org/id/district-council/test-valley,20
OrganisationURI,http://opendatacommunities.org/id/district-council/purbeck,20
OrganisationURI,http://opendatacommunities.org/id/district-council/allerdale,20
OrganisationURI,http://opendatacommunities.org/doc/district-council/castle-point,20
OrganisationURI,http://opendatacommunities.org/id/district-council/wellingborough,18
OrganisationURI,http://opendatacommunities.org/id/district-council/cambridge,18
OrganisationURI,http://opendatacommunities.org/doc/district-council/maldon,18
OrganisationURI,http://opendatacommunities.org/id/district-council/mansfield,17
OrganisationURI,http://opendatacommunities.org/id/district-council/malvern-hills,17
OrganisationURI,http://opendatacommunities.org/id/district-council/north-dorset,16
OrganisationURI,http://opendatacommunities.org/id/district-council/corby,16
OrganisationURI,http://id.esd.org.uk/service/1797,16
OrganisationURI,http://opendatacommunities.org/id/district-council/watford,15
OrganisationURI,http://opendatacommunities.org/id/district-council/tewkesbury,15
OrganisationURI,http://opendatacommunities.org/id/district-council/richmondshire,15
OrganisationURI,http://opendatacommunities.org/id/district-council/hinckley-and-bosworth,15
OrganisationURI,http://opendatacommunities.org/id/district-council/blaby,15
OrganisationURI,http://opendatacommunities.org/id/geography/administration/npark/E26000001,14
OrganisationURI,http://opendatacommunities.org/id/district-council/south-hams,14
OrganisationURI,http://opendatacommunities.org/id/district-council/lincoln,14
OrganisationURI,http://opendatacommunities.org/id/district-council/kettering,14
OrganisationURI,http://opendatacommunities.org/id/district-council/harborough,14
OrganisationURI,http://opendatacommunities.org/doc/dev-corp/london-legacy,14
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/darlington,13
OrganisationURI,http://opendatacommunities.org/id/district-council/west-somerset,13
OrganisationURI,https://opendatacommunities.org/doc/district-council/great-yarmouth,12
OrganisationURI,http://opendatacommunities.org/id/district-council/south-kesteven,12
OrganisationURI,http://opendatacommunities.org/id/district-council/st-edmundsbury,11
OrganisationURI,http://opendatacommunities.org/id/district-council/forest-heath,11
OrganisationURI,http://opendatacommunities.org/doc/national-park-authority/north-york-moors,11
OrganisationURI,St Edmundsbury,11
OrganisationURI,http://opendatacommunities.org/id/geography/administration/lonb/E09000022,10
OrganisationURI,http://opendatacommunities.org/id/district-council/tonbridge-and-malling,10
OrganisationURI,http://opendatacommunities.org/id/london-borough-council/hounslow,9
OrganisationURI,http://opendatacommunities.org/id/london-borough-council/city-of-london,9
OrganisationURI,http://opendatacommunities.org/id/district-council/mid-suffolk,9
OrganisationURI,Forest Heath,9
OrganisationURI,local-authority-eng:HAE,8
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000132,8
OrganisationURI,http://opendatacommunities.org/id/district-council/west-devon,8
OrganisationURI,http://opendatacommunities.org/id/district-council/east-northamptonshire,7
OrganisationURI,http://opendatacommunities.org/id/national-park-authority/lake-district,6
OrganisationURI,http://opendatacommunities.org/id/national-park-authority/exmoor,6
OrganisationURI,http://opendatacommunities.org/id/district-council/ryedale,6
OrganisationURI,http://opendatacommunities.org/id/district-council/north-kesteven,6
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/rutland,5
OrganisationURI,http://opendatacommunities.org/id/district-council/hambleton,5
OrganisationURI,http://statistics.data.gov.uk/doc/statistical-geography/E26000006,4
OrganisationURI,http://opendatacommunities.org/id/district-council/babergh,4
OrganisationURI,http://opendatacommunities.org/id/districy-council/amber-valley,3
OrganisationURI,http://opendatacommunities.org/doc/district-council/south-oxfordshire,3
OrganisationURI,http://opendatacommunities.org/doc/district-council/south-derbyshire,3
OrganisationURI,http://opendatacommunities.org/doc/district-council/eden,3
OrganisationURI,http://opendatacommunities.org/doc/district-council/east-hampshire,3
OrganisationURI,http://opendatacommunities.org/id/unitary-authority/scilly,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000138,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000137,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000136,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000135,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000134,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000133,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000131,2
OrganisationURI,http://opendatacommunities.org/id/geography/administration/ua/E06000130,2
